token,token_lower,tb_key,status,match_type
Agata,agata,item.7025.name,kept_neologism,
Age,age,item.1524.name | item.1549.name | item.1555.name,kept_neologism,
Agele,agele,item.3994.name,kept_neologism,
Agencia,agencia,,removed_known_word,dictionary_form
Agenda,agenda,,removed_known_word,dictionary_form
Agente,agente,,removed_known_word,dictionary_form
Agilescas,agilescas,item.863.name,kept_neologism,
Agilesco,agilesco,item.260.name | item.261.name | item.262.name | item.263.name | item.850.name,kept_neologism,
Agilidad,agilidad,,removed_known_word,dictionary_form
Agimnef,agimnef,item.5118.name,kept_neologism,
Agino,agino,item.2951.name,kept_neologism,
Agitada,agitada,,removed_known_word,dictionary_form
Agitado,agitado,,removed_known_word,dictionary_form
Agoconaw,agoconaw,item.4020.name,kept_neologism,
Agonía,agonía,,removed_known_word,dictionary_form
Agradecimiento,agradecimiento,,removed_known_word,dictionary_form
Agram,agram,npc.737.name,kept_neologism,
Agresiva,agresiva,,removed_known_word,dictionary_form
Agresivas,agresivas,,removed_known_word,dictionary_form
Agresivo,agresivo,,removed_known_word,dictionary_form
Agresión,agresión,,removed_known_word,dictionary_form
Agricultura,agricultura,,removed_known_word,dictionary_form
Agrid,agrid,item.782.name | npc.59.name,kept_neologism,
Agrietado,agrietado,,removed_known_word,dictionary_form
Agrupamut,agrupamut,spell.2442.name,kept_neologism,
Agrur,agrur,item.3175.name,kept_neologism,
Agua,agua,,removed_known_word,dictionary_form
Aguabrial,aguabrial,quest.559.name,kept_neologism,
Aguacero,aguacero,,removed_known_word,dictionary_form
Aguado,aguado,,removed_known_word,dictionary_form
Aguafiestas,aguafiestas,,removed_known_word,dictionary_form
Aguamarina,aguamarina,,removed_known_word,dictionary_form
Aguardar,aguardar,,removed_known_word,dictionary_form
Aguardiente,aguardiente,,removed_known_word,dictionary_form
Agudeza,agudeza,,removed_known_word,dictionary_form
Aguijón,aguijón,,removed_known_word,dictionary_form
Aguja,aguja,,removed_known_word,dictionary_form
Agujas,agujas,,removed_known_word,dictionary_form
Agujereada,agujereada,,removed_known_word,dictionary_form
Agujereado,agujereado,,removed_known_word,dictionary_form
Agunadlo,agunadlo,item.3226.name,kept_neologism,
Agunelig,agunelig,item.6062.name,kept_neologism,
Agusto,agusto,month.7.name,kept_neologism,
Agymo,agymo,item.5511.name,kept_neologism,
Ahaxitof,ahaxitof,item.4133.name,kept_neologism,
Ahehi,ahehi,item.5512.name,kept_neologism,
Ahenn,ahenn,npc.601.name,kept_neologism,
Ahitem,ahitem,item.4349.name,kept_neologism,
Ahorrador,ahorrador,,removed_known_word,dictionary_form
Ahukit,ahukit,item.5213.name,kept_neologism,
Ahumado,ahumado,,removed_known_word,dictionary_form
Ahí,ahí,,removed_known_word,dictionary_form
Aibig,aibig,npc.106.name,kept_neologism,
Aiblber,aiblber,item.5216.name,kept_neologism,
Aida,aida,npc.458.name,kept_neologism,
Aidesani,aidesani,item.6236.name,kept_neologism,
Aigurraf,aigurraf,item.2110.name | npc.308.name,kept_neologism,
Ailelal,ailelal,item.5268.name,kept_neologism,
Aire,aire,,removed_known_word,dictionary_form
Airedala,airedala,item.13162.name | item.7229.name | item.7233.name | item.7237.name | item.7241.name | item.7245.name | item.7249.name | item.7253.name | item.7256.name | item.7344.name | item.7427.name | item.9030.name | monster.508.name | monster.509.name | monster.540.name | monster.542.name | npc.642.name | npc.643.name | set.35.name | spell.3024.name | subarea.108.name | subarea.111.name | subarea.115.name | subarea.120.name,kept_neologism,
Aislamiento,aislamiento,,removed_known_word,dictionary_form
Ajara,ajara,,removed_known_word,dictionary_form
Ajuje,ajuje,item.5535.name,kept_neologism,
Akafaut,akafaut,item.5130.name,kept_neologism,
Akalorth,akalorth,item.5846.name,kept_neologism,
Akare,akare,item.5540.name,kept_neologism,
Akehpur,akehpur,item.3912.name,kept_neologism,
Akeku,akeku,item.4594.name,kept_neologism,
Akel,akel,npc.122.name,kept_neologism,
Akeloth,akeloth,item.4097.name,kept_neologism,
Akifit,akifit,item.4446.name,kept_neologism,
Akifum,akifum,item.6405.name,kept_neologism,
Akimipo,akimipo,item.3993.name,kept_neologism,
Akitber,akitber,item.5359.name,kept_neologism,
Akiteudo,akiteudo,item.3228.name,kept_neologism,
Akné,akné,item.1148.name | item.1149.name | item.1150.name | item.1151.name,kept_neologism,
Akohonop,akohonop,item.3914.name,kept_neologism,
Akota,akota,item.5324.name,kept_neologism,
Akuduk,akuduk,item.6315.name,kept_neologism,
Akugeku,akugeku,item.5687.name,kept_neologism,
Akurobig,akurobig,item.3669.name,kept_neologism,
Akurosr,akurosr,item.4033.name,kept_neologism,
Akust,akust,item.3473.name,kept_neologism,
Akutogop,akutogop,item.4119.name,kept_neologism,
Akwadala,akwadala,item.13164.name | item.7226.name | item.7230.name | item.7234.name | item.7238.name | item.7242.name | item.7246.name | item.7250.name | item.7254.name | item.7347.name | item.7429.name | item.9004.name | monster.504.name | monster.507.name | monster.541.name | monster.544.name | npc.634.name | set.34.name | spell.3053.name | subarea.106.name | subarea.113.name | subarea.117.name | subarea.122.name,kept_neologism,
Akí,akí,spell.1479.name,kept_neologism,
Al-Terófilo,al-terófilo,item.1375.name,kept_neologism,
Ala,ala,,removed_known_word,dictionary_form
Alagluma,alagluma,item.4344.name,kept_neologism,
Alako,alako,item.15321.name | item.8002.name | item.8075.name | monster.747.name | ttg_entity.747.name,kept_neologism,
Alalag,alalag,item.3240.name,kept_neologism,
Alalev,alalev,item.3645.name,kept_neologism,
Alaly,alaly,item.3131.name,kept_neologism,
Alambique,alambique,,removed_known_word,dictionary_form
Alamice,alamice,item.3403.name,kept_neologism,
Alanaj,alanaj,item.5436.name,kept_neologism,
Alanavel,alanavel,item.5926.name,kept_neologism,
Alaridante,alaridante,spell.1788.name,kept_neologism,
Alarma,alarma,,removed_known_word,dictionary_form
Alas,alas,,removed_known_word,dictionary_form
Alatake,alatake,spell.3059.name,kept_neologism,
Alavlaille,alavlaille,item.4593.name,kept_neologism,
Alawae,alawae,item.5818.name,kept_neologism,
Alawavae,alawavae,item.5164.name,kept_neologism,
Albino,albino,,removed_known_word,dictionary_form
Alcance,alcance,,removed_known_word,dictionary_form
Alcano,alcano,,removed_known_word,dictionary_form
Alcantarillas,alcantarillas,,removed_known_word,dictionary_form
Alcarbón,alcarbón,item.12856.name | item.12857.name | item.12858.name,kept_neologism,
Alcoholizado,alcoholizado,,removed_known_word,dictionary_form
Alcohólico,alcohólico,,removed_known_word,dictionary_form
Ale,ale,,removed_known_word,dictionary_form
Aleamut,aleamut,spell.2443.name | spell.2468.name,kept_neologism,
Aleatoria,aleatoria,,removed_known_word,dictionary_form
Aleba,aleba,item.3430.name,kept_neologism,
Alebaul,alebaul,item.5808.name,kept_neologism,
Alebel,alebel,item.4453.name,kept_neologism,
Alebove,alebove,item.5401.name,kept_neologism,
Alehael,alehael,item.5702.name,kept_neologism,
Aleheule,aleheule,item.5660.name,kept_neologism,
Alela,alela,,removed_known_word,dictionary_form
Alelae,alelae,item.3444.name,kept_neologism,
Alelaew,alelaew,item.5936.name,kept_neologism,
Aleloni,aleloni,item.6424.name,kept_neologism,
Alemania,alemania,,removed_known_word,dictionary_form
Alembique,alembique,interactive_element.62.name,kept_neologism,
Alepu,alepu,item.5943.name,kept_neologism,
Aleril,aleril,item.3503.name,kept_neologism,
Alerta,alerta,,removed_known_word,dictionary_form
Alesulit,alesulit,item.5785.name,kept_neologism,
Aleteha,aleteha,item.5222.name,kept_neologism,
Aletelu,aletelu,item.3769.name,kept_neologism,
Alethylo,alethylo,item.4879.name,kept_neologism,
Alewae,alewae,item.5735.name,kept_neologism,
Alewepl,alewepl,item.6004.name,kept_neologism,
Aleyx,aleyx,item.8089.name,kept_neologism,
Aleze,aleze,item.4612.name,kept_neologism,
Alfue,alfue,item.8638.name,kept_neologism,
Algodón,algodón,,removed_known_word,dictionary_form
Alguien,alguien,,removed_known_word,dictionary_form
Ali,ali,,removed_known_word,dictionary_form
Aliados,aliados,,removed_known_word,dictionary_form
Alianza,alianza,,removed_known_word,dictionary_form
Alicatyp,alicatyp,item.6262.name,kept_neologism,
Aliento,aliento,,removed_known_word,dictionary_form
Alifufuf,alifufuf,item.5539.name,kept_neologism,
Aligatito,aligatito,item.3601.name,kept_neologism,
Aligif,aligif,item.4523.name,kept_neologism,
Alikim,alikim,item.6243.name,kept_neologism,
Alimañas,alimañas,,removed_known_word,dictionary_form
Alimento,alimento,,removed_known_word,dictionary_form
Alimuva,alimuva,item.4108.name,kept_neologism,
Alisador,alisador,,removed_known_word,dictionary_form
Alisamiento,alisamiento,spell.945.name,kept_neologism,
Alisice,alisice,item.6163.name,kept_neologism,
Alit,alit,npc.467.name,kept_neologism,
Alitas,alitas,quest.49.name,kept_neologism,
Alitose,alitose,item.3484.name,kept_neologism,
Alizé,alizé,npc.1493.name,kept_neologism,
Alka,alka,monster.776.name | npc.749.name,kept_neologism,
Alkatraz,alkatraz,subarea.318.name,kept_neologism,
Alkolo,alkolo,item.2917.name,kept_neologism,
Allen,allen,item.2053.name | npc.262.name,kept_neologism,
Allister,allister,npc.916.name | quest-step.222.name | quest.131.name | quest.132.name | quest.139.name,kept_neologism,
Allisteria,allisteria,monster.471.name | npc.471.name,kept_neologism,
Alloene,alloene,item.5438.name,kept_neologism,
Alma,alma,,removed_known_word,dictionary_form
Almae,almae,npc.878.name | quest-step.366.name,kept_neologism,
Almandreus,almandreus,monster.2379.name,kept_neologism,
Almas,almas,,removed_known_word,dictionary_form
Almejillones,almejillones,item.8518.name | quest.166.name,kept_neologism,
Almejillón,almejillón,item.15368.name | item.8517.name | monster.954.name | quest-step.326.name | ttg_entity.954.name,kept_neologism,
Almendrado,almendrado,,removed_known_word,dictionary_form
Almenú,almenú,hint.195.name | item.2086.name | npc.293.name,kept_neologism,
Almete,almete,,removed_known_word,dictionary_form
Alnadalillas,alnadalillas,monster.2273.name,kept_neologism,
Alofe,alofe,item.4758.name | item.5727.name,kept_neologism,
Alognef,alognef,item.3468.name,kept_neologism,
Alomihe,alomihe,item.5121.name,kept_neologism,
Alquimia,alquimia,,removed_known_word,dictionary_form
Alquimista,alquimista,,removed_known_word,dictionary_form
Alrededores,alrededores,,removed_known_word,dictionary_form
Alrok,alrok,npc.215.name,kept_neologism,
Alse,alse,npc.683.name,kept_neologism,
Alshain,alshain,npc.172.name,kept_neologism,
Altair,altair,npc.174.name | npc.177.name,kept_neologism,
Alteración,alteración,,removed_known_word,dictionary_form
Altimo,altimo,monster.2844.name,kept_neologism,
Altruismo,altruismo,,removed_known_word,dictionary_form
Altruista,altruista,,removed_known_word,dictionary_form
Altruísta,altruísta,spell.1924.name,kept_neologism,
Alubias,alubias,,removed_known_word,dictionary_form
Alucinación,alucinación,,removed_known_word,dictionary_form
Alucinado,alucinado,,removed_known_word,dictionary_form
Aludem,aludem,item.15249.name | item.6870.name | monster.459.name | npc.511.name | quest.29.name | ttg_entity.459.name,kept_neologism,
Alumin,alumin,item.3821.name,kept_neologism,
Aluminita,aluminita,,removed_known_word,dictionary_form
Alunavim,alunavim,item.3244.name,kept_neologism,
Aluneok,aluneok,item.4050.name,kept_neologism,
Alwyle,alwyle,item.4354.name,kept_neologism,
Alyento,alyento,npc.95.name,kept_neologism,
Alygac,alygac,item.5332.name,kept_neologism,
Alza,alza,,removed_known_word,dictionary_form
Alístate,alístate,,removed_known_word,dictionary_form
Amafevu,amafevu,item.6204.name,kept_neologism,
Amafobug,amafobug,item.5508.name,kept_neologism,
Amahimi,amahimi,item.5363.name,kept_neologism,
Amakna,amakna,area.0.name | area.49.name | dungeon.29.name | hint.307.name | house.712.name | house.713.name | house.714.name | house.715.name | house.716.name | item.11512.name | item.11513.name | item.11514.name | item.11521.name | item.11522.name | item.11523.name | item.11524.name | item.351.name | item.468.name | item.7081.name | item.9021.name | quest-step.174.name | subarea.0.name | subarea.110.name | subarea.180.name | subarea.181.name | subarea.278.name | subarea.28.name | subarea.339.name | subarea.4.name | subarea.488.name | subarea.87.name,kept_neologism,
Amakneano,amakneano,item.13289.name | item.13290.name | superarea.0.name,kept_neologism,
Amaksijo,amaksijo,item.13291.name,kept_neologism,
Amanita,amanita,spell.1265.name,kept_neologism,
Amanitra,amanitra,spell.1143.name,kept_neologism,
Amante,amante,,removed_known_word,dictionary_form
Amantes,amantes,,removed_known_word,dictionary_form
Amarh,amarh,npc.211.name,kept_neologism,
Amarilla,amarilla,,removed_known_word,dictionary_form
Amarillenta,amarillenta,,removed_known_word,dictionary_form
Amarillo,amarillo,,removed_known_word,dictionary_form
Amasamiento,amasamiento,,removed_known_word,dictionary_form
Amaskao,amaskao,npc.875.name,kept_neologism,
Amauk,amauk,item.2746.name,kept_neologism,
Amaxilubeto,amaxilubeto,item.8262.name,kept_neologism,
Amayiro,amayiro,item.9074.name | item.9076.name | item.9099.name | npc.180.name | npc.620.name | quest-step.700.name | quest-step.709.name | quest.60.name | quest.73.name | quest.81.name,kept_neologism,
Amañar,amañar,,removed_known_word,dictionary_form
Ambarmuleto,ambarmuleto,item.1661.name | item.1662.name,kept_neologism,
Ambición,ambición,,removed_known_word,dictionary_form
Ambigua,ambigua,,removed_known_word,dictionary_form
Amediulubomuleto,amediulubomuleto,item.8129.name,kept_neologism,
Amehatos,amehatos,item.6374.name,kept_neologism,
Amelate,amelate,item.5119.name,kept_neologism,
Amenaza,amenaza,,removed_known_word,dictionary_form
Amhur,amhur,item.3806.name,kept_neologism,
Amiflum,amiflum,item.4269.name,kept_neologism,
Amikibo,amikibo,item.2728.name,kept_neologism,
Amimiru,amimiru,item.3916.name,kept_neologism,
Aminal,aminal,item.8092.name | npc.805.name,kept_neologism,
Amino,amino,,removed_known_word,dictionary_form
Amistad,amistad,,removed_known_word,dictionary_form
Amistosa,amistosa,,removed_known_word,dictionary_form
Amlobdovar,amlobdovar,monster.2391.name,kept_neologism,
Amlub,amlub,item.15138.name | monster.347.name | monster.348.name | monster.385.name | ttg_entity.385.name,kept_neologism,
Amo,amo,,removed_known_word,dictionary_form
Amoor,amoor,item.4027.name,kept_neologism,
Amor,amor,,removed_known_word,dictionary_form
Amorepeu,amorepeu,item.5381.name,kept_neologism,
Amoroso,amoroso,,removed_known_word,dictionary_form
Amphaemelo,amphaemelo,item.4779.name,kept_neologism,
Amphafa,amphafa,item.5909.name,kept_neologism,
Amphafovel,amphafovel,item.5952.name,kept_neologism,
Amphamase,amphamase,item.3397.name,kept_neologism,
Amphawou,amphawou,item.6067.name,kept_neologism,
Amphelal,amphelal,item.5815.name,kept_neologism,
Amphelalod,amphelalod,item.4315.name,kept_neologism,
Amphele,amphele,item.4507.name,kept_neologism,
Amphemem,amphemem,item.4816.name,kept_neologism,
Amphemij,amphemij,item.6306.name,kept_neologism,
Amphibio,amphibio,item.5402.name,kept_neologism,
Amphigo,amphigo,item.4666.name,kept_neologism,
Amphobie,amphobie,item.5434.name,kept_neologism,
Ampholojae,ampholojae,item.5059.name,kept_neologism,
Amphoplo,amphoplo,item.4971.name,kept_neologism,
Amphoub,amphoub,item.5323.name,kept_neologism,
Amphowy,amphowy,item.4705.name,kept_neologism,
Amphubevap,amphubevap,item.5791.name,kept_neologism,
Amphuwuco,amphuwuco,item.5611.name,kept_neologism,
Amphyuwo,amphyuwo,item.3623.name,kept_neologism,
Amplificación,amplificación,,removed_known_word,dictionary_form
Amputación,amputación,,removed_known_word,dictionary_form
Amrothilina,amrothilina,item.6518.name,kept_neologism,
Amublop,amublop,item.9149.name | item.9150.name | item.9151.name | item.9152.name | item.9153.name | item.9154.name | item.9155.name | item.9156.name | item.9157.name,kept_neologism,
Amufafah,amufafah,item.8880.name,kept_neologism,
Amukwak,amukwak,item.2424.name | item.6731.name | item.6746.name | item.6747.name,kept_neologism,
Amulata,amulata,item.1477.name,kept_neologism,
Amuletargo,amuletargo,item.4381.name,kept_neologism,
Amuleto,amuleto,,removed_known_word,dictionary_form
Amunito,amunito,item.9463.name,kept_neologism,
Amuspu,amuspu,item.2973.name,kept_neologism,
Amígdalas,amígdalas,,removed_known_word,dictionary_form
Anacoreta,anacoreta,,removed_known_word,dictionary_form
Anamorfosis,anamorfosis,spell.1407.name,kept_neologism,
Anaranjado,anaranjado,,removed_known_word,dictionary_form
Ancefálica,ancefálica,item.7213.name,kept_neologism,
Ancestral,ancestral,,removed_known_word,dictionary_form
Ancestrales,ancestrales,,removed_known_word,dictionary_form
Ancho,ancho,,removed_known_word,dictionary_form
Anchoa,anchoa,,removed_known_word,dictionary_form
Anclaje,anclaje,,removed_known_word,dictionary_form
Anefuda,anefuda,item.5371.name,kept_neologism,
Anelalle,anelalle,item.3748.name,kept_neologism,
Aneloby,aneloby,item.6053.name,kept_neologism,
Anerabul,anerabul,item.5146.name,kept_neologism,
Anerrab,anerrab,npc.1228.name,kept_neologism,
Anesela,anesela,item.5874.name,kept_neologism,
Anexo,anexo,,removed_known_word,dictionary_form
Angel,angel,item.11573.name | item.11574.name | item.9783.name | item.9784.name,kept_neologism,
Angelo,angelo,npc.316.name,kept_neologism,
Angora,angora,,removed_known_word,dictionary_form
Angélico,angélico,,removed_known_word,dictionary_form
Ani,ani,item.10078.name | npc.1045.name,kept_neologism,
Anibra,anibra,item.2420.name,kept_neologism,
Anik,anik,npc.220.name,kept_neologism,
Anilamar,anilamar,item.8991.name,kept_neologism,
