game,language,token,token_lower,origin_class,lineage_tags,in_tb_tokens,tb_key,tb_source_entity,in_filtered_dic_base,is_corpus_form,is_ghost_form,is_casing_inferred,source_base_words,assigned_flags,mandatory_flags_assigned,validated_flags_assigned,validated_flags_candidates,filter_status,filter_match_type,flag_evidence_summary,step4_related_bases,source_games,source_reports_count,source_rows_merged,origin_classes,filter_statuses,filter_match_types
DOFUS,es,Aazimar,aazimar,tb_only,tb_filtered_base,True,,,True,False,False,False,Aazimar,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
WAKFU,es,Ababor,ababor,tb_only,tb_filtered_base,True,,,True,False,False,False,Ababor,,,,,kept_neologism,,,,WAKFU,1,1,tb_only,kept_neologism,
WAKFU,es,Abal,abal,tb_and_corpus,corpus_aff_form | tb_filtered_base,True,,,True,True,False,False,Abal | Bal,,,,,kept_neologism,,Bal:G:2/2 ; Bal:S:0/1,Bal,WAKFU,1,1,tb_and_corpus,kept_neologism,
DOFUS,es,Abandona,abandona,corpus_only,corpus_aff_form,False,,,False,True,False,False,Bandona,,,,,,,Bandona:S:0/1,Bandona,DOFUS,1,2,corpus_only,,
DOFUS,es,Abandonas,abandonas,corpus_only,corpus_aff_form,False,,,False,True,False,False,Bandona,,,,,,,Bandona:S:0/1,Bandona,DOFUS,1,2,corpus_only,,
DOFUS,es,Abayar,abayar,tb_only,tb_filtered_base,True,,,True,False,False,False,Abayar,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,es,Abby,abby,tb_only,tb_filtered_base,True,,,True,False,False,False,Abby,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,es,abdominable,abdominable,tb_only,tb_filtered_base,True,,,True,False,False,False,abdominable,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,es,Abdominación,abdominación,tb_only,tb_filtered_base,True,,,True,False,False,False,Abdominación,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
RETRO,es,Abebeh,abebeh,tb_only,tb_filtered_base,True,,,True,False,False,False,Abebeh,,,,,kept_neologism,,,,RETRO,1,1,tb_only,kept_neologism,
WAKFU,es,Abedul's,abedul's,tb_only,tb_filtered_base,True,,,True,False,False,False,Abedul's,,,,,kept_neologism,,,,WAKFU,1,1,tb_only,kept_neologism,
WAKFU,es,Abedulus,abedulus,tb_only,tb_filtered_base,True,,,True,False,False,False,Abedulus,,,,,kept_neologism,,,,WAKFU,1,1,tb_only,kept_neologism,
RETRO,es,Abefun,abefun,tb_only,tb_filtered_base,True,,,True,False,False,False,Abefun,,,,,kept_neologism,,,,RETRO,1,1,tb_only,kept_neologism,
DOFUS,es,abejas,abejas,corpus_only,corpus_aff_form,False,,,False,True,False,False,Beja,,,,,,,Beja:S:0/1,Beja,DOFUS,1,1,corpus_only,,
DOFUS | WAKFU,es,Abella,abella,mixed,corpus_aff_form | tb_filtered_base,True,,,True,True,False,False,Abella | belle,,,,,kept_neologism,,belle:G:2/2 ; belle:S:0/1,belle,DOFUS | WAKFU,2,2,tb_and_corpus | tb_only,kept_neologism,
DOFUS,es,Abert,abert,corpus_only,corpus_aff_form,False,,,False,True,False,False,Bert,,,,,,,Bert:S:0/1,Bert,DOFUS,1,1,corpus_only,,
RETRO,es,Abewolu,abewolu,tb_only,tb_filtered_base,True,,,True,False,False,False,Abewolu,,,,,kept_neologism,,,,RETRO,1,1,tb_only,kept_neologism,
WAVEN,es,Abigail,abigail,tb_only,tb_filtered_base,True,,,True,False,False,False,Abigail,,,,,kept_neologism,,,,WAVEN,1,1,tb_only,kept_neologism,
RETRO,es,Abipaca,abipaca,tb_only,tb_filtered_base,True,,,True,False,False,False,Abipaca,,,,,kept_neologism,,,,RETRO,1,1,tb_only,kept_neologism,
DOFUS | RETRO,es,Abir,abir,tb_only,tb_filtered_base,True,,,True,False,False,False,Abir,,,,,kept_neologism,,Abir:G:0/2 ; Abir:S:0/1,,DOFUS | RETRO,2,2,tb_only,kept_neologism,
DOFUS,es,Abismación,abismación,tb_only,tb_filtered_base,True,,,True,False,False,False,Abismación,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,es,abismal,abismal,corpus_only,corpus_aff_form,False,,,False,True,False,False,Bismal,,,,,,,Bismal:G:0/2 ; Bismal:S:0/1,Bismal,DOFUS,1,1,corpus_only,,
DOFUS,es,abismalmente,abismalmente,corpus_only,corpus_aff_form,False,,,False,True,False,False,Bismal,,,,,,,Bismal:G:0/2 ; Bismal:S:0/1,Bismal,DOFUS,1,1,corpus_only,,
DOFUS,es,Abjugardiel,abjugardiel,tb_only,tb_filtered_base,True,,,True,False,False,False,Abjugardiel,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,es,Ablandón,ablandón,tb_only,tb_filtered_base,True,,,True,False,False,False,Ablandón,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,es,Able,able,tb_only,tb_filtered_base,True,,,True,False,False,False,Able,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
WAKFU,es,abo,abo,tb_and_corpus,corpus_aff_form | tb_filtered_base,True,,,True,True,False,False,Bir | abo,,,,,kept_neologism,,Bir:G:0/2 ; Bir:S:0/1 ; abo:G:0/2 ; abo:S:0/1,Bir,WAKFU,1,1,tb_and_corpus,kept_neologism,
DOFUS,es,Abobolición,abobolición,tb_only,tb_filtered_base,True,,,True,False,False,False,Abobolición,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
WAVEN,es,Abodkrann,abodkrann,tb_only,tb_filtered_base,True,,,True,False,False,False,Abodkrann,,,,,kept_neologism,,,,WAVEN,1,1,tb_only,kept_neologism,
DOFUS,es,Abominap,abominap,tb_only,tb_filtered_base,True,,,True,False,False,False,Abominap,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
RETRO,es,Abomirol,abomirol,tb_only,tb_filtered_base,True,,,True,False,False,False,Abomirol,,,,,kept_neologism,,,,RETRO,1,1,tb_only,kept_neologism,
DOFUS,es,abones,abones,corpus_only,corpus_aff_form,False,,,False,True,False,False,Bon | Bone | bon,,,,,,,Bon:S:0/1 ; Bone:G:1/2 ; Bone:S:0/1 ; bon:S:0/1,Bon | Bone | bon,DOFUS,1,1,corpus_only,,
DOFUS,es,Abordajeee,abordajeee,tb_only,tb_filtered_base,True,,,True,False,False,False,Abordajeee,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,es,Abordanza,abordanza,tb_only,tb_filtered_base,True,,,True,False,False,False,Abordanza,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,es,Aborígel,aborígel,tb_only,tb_filtered_base,True,,,True,False,False,False,Aborígel,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
WAKFU,es,Abosotargado,abosotargado,tb_only,tb_filtered_base,True,,,True,False,False,False,Abosotargado | abosotargado,,,,,kept_neologism,,,,WAKFU,1,2,tb_only,kept_neologism,
DOFUS,es,Abote,abote,tb_only,tb_filtered_base,True,,,True,False,False,False,Abote,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,es,Aboz,aboz,tb_and_corpus,corpus_aff_form | tb_filtered_base,True,,,True,True,False,False,Aboz | Boz,,,,,kept_neologism,,Boz:G:0/2 ; Boz:S:0/1,Boz,DOFUS,1,1,tb_and_corpus,kept_neologism,
WAKFU,es,aboñigado,aboñigado,tb_only,tb_filtered_base,True,,,True,False,False,False,aboñigado,,,,,kept_neologism,,,,WAKFU,1,1,tb_only,kept_neologism,
DOFUS | RETRO,es,Abrabotas,abrabotas,tb_only,tb_filtered_base,True,,,True,False,False,False,Abrabotas | abrabotas,,,,,kept_neologism,,,,DOFUS | RETRO,2,3,tb_only,kept_neologism,
DOFUS | RETRO,es,Abracapa,abracapa,tb_only,tb_filtered_base,True,,,True,False,False,False,Abracapa | abracapa,,,,,kept_neologism,,,,DOFUS | RETRO,2,3,tb_only,kept_neologism,
DOFUS | RETRO,es,Abracaska,abracaska,tb_only,tb_filtered_base,True,,,True,False,False,False,Abracaska,,,,,kept_neologism,,,,DOFUS | RETRO,2,2,tb_only,kept_neologism,
DOFUS | RETRO,es,Abracinto,abracinto,tb_only,tb_filtered_base,True,,,True,False,False,False,Abracinto | abracinto,,,,,kept_neologism,,,,DOFUS | RETRO,2,3,tb_only,kept_neologism,
DOFUS,es,Abraham,abraham,tb_only,tb_filtered_base,True,,,True,False,False,False,Abraham,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,es,Abraini,abraini,tb_only,tb_filtered_base,True,,,True,False,False,False,Abraini,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS | RETRO,es,Abrajidor,abrajidor,tb_only,tb_filtered_base,True,,,True,False,False,False,Abrajidor | abrajidor,S,,S,S,kept_neologism,,Abrajidor:G:0/2 ; Abrajidor:S:1/1 ; abrajidor:G:0/2 ; abrajidor:S:1/1,,DOFUS | RETRO,2,4,tb_only,kept_neologism,
DOFUS | RETRO,es,Abrajinieves,abrajinieves,tb_only,tb_filtered_base,True,,,True,False,False,False,Abrajinieves,,,,,kept_neologism,,,,DOFUS | RETRO,2,2,tb_only,kept_neologism,
WAVEN,es,Abrak,abrak,tb_only,tb_filtered_base,True,,,True,False,False,False,Abrak,,,,,kept_neologism,,,,WAVEN,1,1,tb_only,kept_neologism,
WAVEN,es,Abrak'Infestado,abrak'infestado,tb_only,tb_filtered_base,True,,,True,False,False,False,Abrak'Infestado,,,,,kept_neologism,,,,WAVEN,1,1,tb_only,kept_neologism,
WAVEN,es,Abrak'Infestados,abrak'infestados,tb_only,tb_filtered_base,True,,,True,False,False,False,Abrak'Infestados,,,,,kept_neologism,,,,WAVEN,1,1,tb_only,kept_neologism,
WAVEN,es,Abrak'Nido,abrak'nido,tb_only,tb_filtered_base,True,,,True,False,False,False,Abrak'Nido,,,,,kept_neologism,,,,WAVEN,1,1,tb_only,kept_neologism,
WAVEN,es,Abrak'Nidos,abrak'nidos,tb_only,tb_filtered_base,True,,,True,False,False,False,Abrak'Nidos,,,,,kept_neologism,,,,WAVEN,1,1,tb_only,kept_neologism,
DOFUS | RETRO,es,Abrakadabra,abrakadabra,tb_only,tb_filtered_base,True,,,True,False,False,False,Abrakadabra,,,,,kept_neologism,,,,DOFUS | RETRO,2,2,tb_only,kept_neologism,
DOFUS,es,Abrakadabrra,abrakadabrra,tb_only,tb_filtered_base,True,,,True,False,False,False,Abrakadabrra,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS | RETRO | WAKFU,es,Abrakapa,abrakapa,tb_only,tb_filtered_base,True,,,True,False,False,False,Abrakapa | abrakapa,,,,,kept_neologism,,,,DOFUS | RETRO | WAKFU,3,5,tb_only,kept_neologism,
WAKFU,es,Abrakasco,abrakasco,tb_only,tb_filtered_base,True,,,True,False,False,False,Abrakasco | abrakasco,,,,,kept_neologism,,,,WAKFU,1,2,tb_only,kept_neologism,
DOFUS | RETRO,es,Abrakeponerse,abrakeponerse,tb_only,tb_filtered_base,True,,,True,False,False,False,Abrakeponerse,,,,,kept_neologism,,,,DOFUS | RETRO,2,2,tb_only,kept_neologism,
WAKFU,es,Abrakhancletas,abrakhancletas,tb_only,tb_filtered_base,True,,,True,False,False,False,Abrakhancletas | abrakhancletas,,,,,kept_neologism,,,,WAKFU,1,2,tb_only,kept_neologism,
DOFUS | WAKFU,es,Abrakllota,abrakllota,tb_only,tb_filtered_base,True,,,True,False,False,False,Abrakllota | abrakllota,S,,S,S,kept_neologism,,abrakllota:S:1/1 ; Abrakllota:S:1/1,,DOFUS | WAKFU,2,4,tb_only,kept_neologism,
DOFUS | RETRO | WAKFU,es,Abraknación,abraknación,tb_only,tb_filtered_base,True,,,True,False,False,False,Abraknación,,,,,kept_neologism,,,,DOFUS | RETRO | WAKFU,3,3,tb_only,kept_neologism,
WAKFU,es,Abraknela,abraknela,tb_only,tb_filtered_base,True,,,True,False,False,False,Abraknela | abraknela,,,,,kept_neologism,,,,WAKFU,1,2,tb_only,kept_neologism,
WAKFU,es,Abraknicha,abraknicha,tb_only,tb_filtered_base,True,,,True,False,False,False,Abraknicha | abraknicha,,,,,kept_neologism,,,,WAKFU,1,2,tb_only,kept_neologism,
WAKFU,es,Abraknillo,abraknillo,mixed,corpus_aff_form | tb_filtered_base,True,,,True,True,False,False,Abraknillo | Abrakno | abraknillo | abrakno,,,,,kept_neologism,,Abrakno:G:1/2 ; Abrakno:S:1/1 ; abrakno:G:1/2 ; abrakno:S:1/1,Abrakno | abrakno,WAKFU,1,2,tb_and_corpus | tb_only,kept_neologism,
DOFUS | RETRO | WAKFU,es,Abrakno,abrakno,tb_only,tb_filtered_base,True,,,True,False,False,False,Abrakno | abrakno,G | S,,G | S,G | S,kept_neologism,,Abrakno:G:0/2 ; Abrakno:S:1/1 ; abrakno:G:0/2 ; abrakno:S:1/1 ; Abrakno:G:1/2 ; abrakno:G:1/2,,DOFUS | RETRO | WAKFU,3,5,tb_only,kept_neologism,
DOFUS,es,Abraknoatrako,abraknoatrako,tb_only,tb_filtered_base,True,,,True,False,False,False,Abraknoatrako,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS | WAKFU,es,Abraknolimpieza,abraknolimpieza,tb_only,tb_filtered_base,True,,,True,False,False,False,Abraknolimpieza,,,,,kept_neologism,,,,DOFUS | WAKFU,2,2,tb_only,kept_neologism,
DOFUS | RETRO | WAKFU,es,Abraknydi,abraknydi,tb_only,tb_filtered_base,True,,,True,False,False,False,Abraknydi | abraknydi,,,,,kept_neologism,,,,DOFUS | RETRO | WAKFU,3,5,tb_only,kept_neologism,
DOFUS | WAKFU,es,Abraknídea,abraknídea,mixed,corpus_aff_form | tb_filtered_base,True,,,True,True,False,False,Abraknídea | Abraknídeo | abraknídeo,S,,S,S,kept_neologism,,Abraknídea:S:1/1 ; Abraknídeo:G:2/2 ; Abraknídeo:S:1/1 ; abraknídeo:G:2/2 ; abraknídeo:S:1/1,Abraknídeo | abraknídeo,DOFUS | WAKFU,2,2,tb_and_corpus | tb_only,kept_neologism,
DOFUS | RETRO,es,Abraknídeo,abraknídeo,tb_only,tb_filtered_base,True,,,True,False,False,False,Abraknídeo | abraknídeo,G | S,,G | S,G | S,kept_neologism,,Abraknídeo:G:2/2 ; Abraknídeo:S:1/1 ; abraknídeo:G:2/2 ; abraknídeo:S:1/1,,DOFUS | RETRO,2,3,tb_only,kept_neologism,
WAKFU,es,Abrakobama,abrakobama,tb_only,tb_filtered_base,True,,,True,False,False,False,Abrakobama,,,,,kept_neologism,,,,WAKFU,1,1,tb_only,kept_neologism,
WAKFU,es,Abrakombreras,abrakombreras,tb_only,tb_filtered_base,True,,,True,False,False,False,Abrakombreras | abrakombreras,,,,,kept_neologism,,,,WAKFU,1,2,tb_only,kept_neologism,
WAKFU,es,Abrakoraza,abrakoraza,tb_only,tb_filtered_base,True,,,True,False,False,False,Abrakoraza | abrakoraza,,,,,kept_neologism,,,,WAKFU,1,2,tb_only,kept_neologism,
DOFUS,es,Abrakscudo,abrakscudo,tb_only,tb_filtered_base,True,,,True,False,False,False,Abrakscudo,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
WAKFU,es,Abrakturón,abrakturón,tb_only,tb_filtered_base,True,,,True,False,False,False,Abrakturón | abrakturón,,,,,kept_neologism,,,,WAKFU,1,2,tb_only,kept_neologism,
DOFUS | RETRO,es,Abrakíledo,abrakíledo,tb_only,tb_filtered_base,True,,,True,False,False,False,Abrakíledo,,,,,kept_neologism,,,,DOFUS | RETRO,2,2,tb_only,kept_neologism,
WAVEN,es,Abral,abral,tb_only,tb_filtered_base,True,,,True,False,False,False,Abral,,,,,kept_neologism,,,,WAVEN,1,1,tb_only,kept_neologism,
DOFUS,es,Abralatigón,abralatigón,tb_only,tb_filtered_base,True,,,True,False,False,False,Abralatigón,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,es,abramos,abramos,corpus_only,corpus_aff_form,False,,,False,True,False,False,Brir,,,,,,,Brir:G:0/2 ; Brir:S:0/1,Brir,DOFUS,1,1,corpus_only,,
DOFUS,es,Abrampuje,abrampuje,tb_only,tb_filtered_base,True,,,True,False,False,False,Abrampuje,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
WAKFU,es,Abramuleto,abramuleto,tb_only,tb_filtered_base,True,,,True,False,False,False,Abramuleto | abramuleto,,,,,kept_neologism,,,,WAKFU,1,2,tb_only,kept_neologism,
DOFUS | RETRO,es,Abramú,abramú,tb_only,tb_filtered_base,True,,,True,False,False,False,Abramú,,,,,kept_neologism,,,,DOFUS | RETRO,2,2,tb_only,kept_neologism,
DOFUS,es,Abran,abran,corpus_only,corpus_aff_form,False,,,False,True,False,False,Bran | Brir,,,,,,,Bran:S:0/1 ; Brir:G:0/2 ; Brir:S:0/1,Bran | Brir,DOFUS,1,2,corpus_only,,
WAKFU,es,Abrandom,abrandom,tb_only,tb_filtered_base,True,,,True,False,False,False,Abrandom,,,,,kept_neologism,,,,WAKFU,1,1,tb_only,kept_neologism,
DOFUS | RETRO,es,Abranillo,abranillo,tb_only,tb_filtered_base,True,,,True,False,False,False,Abranillo | abranillo,,,,,kept_neologism,,,,DOFUS | RETRO,2,3,tb_only,kept_neologism,
RETRO,es,Abrarama,abrarama,tb_only,tb_filtered_base,True,,,True,False,False,False,Abrarama,,,,,kept_neologism,,,,RETRO,1,1,tb_only,kept_neologism,
