game,language,token,token_lower,origin_class,lineage_tags,in_tb_tokens,tb_key,tb_source_entity,in_filtered_dic_base,is_corpus_form,is_ghost_form,is_casing_inferred,source_base_words,assigned_flags,mandatory_flags_assigned,validated_flags_assigned,validated_flags_candidates,filter_status,filter_match_type,flag_evidence_summary,step4_related_bases
DOFUS,fr,Abonnez-vous,abonnez-vous,tb_only,tb_filtered_base,True,progression.card.4054.name,progression:card,True,False,False,False,Abonnez-vous,,,,,kept_neologism,,,
DOFUS,fr,abordaaage,abordaaage,tb_only,tb_filtered_base,True,spell.6126.name,spell:6126,True,False,False,False,abordaaage,,,,,kept_neologism,,,
DOFUS,fr,Abordanse,abordanse,tb_only,tb_filtered_base,True,spell.25214.name,spell:25214,True,False,False,False,Abordanse,,,,,kept_neologism,,,
DOFUS,fr,Aborigel,aborigel,tb_only,tb_filtered_base,True,"spell.22638.name, spell.26947.name",spell:22638,True,False,False,False,Aborigel,,,,,kept_neologism,,,
DOFUS,fr,Aboub,aboub,tb_only,tb_filtered_base,True,"achievement.objective.3263.name, achievement.objective.9160.name, achievement.objective.9989.name, monster.384.name | monster.353.name | monster.4783.name | monster.4786.name | monster.4787.name | spell.8411.name | spell.8414.name | spell.8415.name",achievement:objective,True,False,False,False,Aboub,,,,,kept_neologism,,,
DOFUS,fr,Aboudbra,aboudbra,tb_only,tb_filtered_base,True,monster.2384.name,monster:2384,True,False,False,False,Aboudbra,,,,,kept_neologism,,,
DOFUS,fr,Aboum,aboum,tb_only,tb_filtered_base,True,"npc.1422.name, object.13390.name",npc:1422,True,False,False,False,Aboum,,,,,kept_neologism,,,
DOFUS,fr,Abra,abra,tb_only,tb_filtered_base,True,"document.136.title, npc.5037.name, progression.card.2001.name | monster.5775.name, monster.5776.name, state.1115.name | monster.817.name | npc.794.name | object.17543.name | object.17551.name | object.8153.name | object.8171.name | spell.16540.name | spell.28585.name | spell.28589.name",document:136,True,False,False,False,Abra,,,,,kept_neologism,,,
DOFUS,fr,Abrabottes,abrabottes,tb_only,tb_filtered_base,True,object.2423.name,object:2423,True,False,False,False,Abrabottes,,,,,kept_neologism,,,
DOFUS,fr,Abrabranche,abrabranche,tb_only,tb_filtered_base,True,spell.21779.name | spell.485.name,spell:21779,True,False,False,False,Abrabranche,,,,,kept_neologism,,,
DOFUS,fr,Abracapa,abracapa,tb_only,tb_filtered_base,True,object.2413.name | object.8464.name,object:2413,True,False,False,False,Abracapa,,,,,kept_neologism,,,
DOFUS,fr,Abracape,abracape,tb_only,tb_filtered_base,True,object.948.name,object:948,True,False,False,False,Abracape,,,,,kept_neologism,,,
DOFUS,fr,Abracaska,abracaska,tb_only,tb_filtered_base,True,object.2410.name | object.8463.name,object:2410,True,False,False,False,Abracaska,,,,,kept_neologism,,,
DOFUS,fr,Abracine,abracine,tb_only,tb_filtered_base,True,spell.29607.name,spell:29607,True,False,False,False,Abracine,,,,,kept_neologism,,,
DOFUS,fr,Abragland,abragland,tb_only,tb_filtered_base,True,object.10664.name | object.16372.name,object:10664,True,False,False,False,Abragland,,,,,kept_neologism,,,
DOFUS,fr,Abraini,abraini,tb_only,tb_filtered_base,True,spell.12452.name,spell:12452,True,False,False,False,Abraini,,,,,kept_neologism,,,
DOFUS,fr,Abrakadabra,abrakadabra,tb_only,tb_filtered_base,True,achievement.794.name | achievement.objective.2166.name,achievement:794,True,False,False,False,Abrakadabra,,,,,kept_neologism,,,
DOFUS,fr,Abrakadabrra,abrakadabrra,tb_only,tb_filtered_base,True,spell.29234.name,spell:29234,True,False,False,False,Abrakadabrra,,,,,kept_neologism,,,
DOFUS,fr,Abrakadnuzar,abrakadnuzar,tb_only,tb_filtered_base,True,monster.2385.name,monster:2385,True,False,False,False,Abrakadnuzar,,,,,kept_neologism,,,
DOFUS,fr,Abrakage,abrakage,tb_only,tb_filtered_base,True,spell.5634.name,spell:5634,True,False,False,False,Abrakage,,,,,kept_neologism,,,
DOFUS,fr,Abrakanette,abrakanette,tb_only,tb_filtered_base,True,monster.2388.name,monster:2388,True,False,False,False,Abrakanette,,,,,kept_neologism,,,
DOFUS,fr,Abrakapa,abrakapa,tb_only,tb_filtered_base,True,choice.options.212.description,choice:options,True,False,False,False,Abrakapa,,,,,kept_neologism,,,
DOFUS,fr,Abrakildas,abrakildas,tb_only,tb_filtered_base,True,monster.2389.name,monster:2389,True,False,False,False,Abrakildas,,,,,kept_neologism,,,
DOFUS,fr,Abrakine,abrakine,tb_only,tb_filtered_base,True,monster.2544.name,monster:2544,True,False,False,False,Abrakine,,,,,kept_neologism,,,
DOFUS,fr,Abraklette,abraklette,tb_only,tb_filtered_base,True,monster.2386.name,monster:2386,True,False,False,False,Abraklette,,,,,kept_neologism,,,
DOFUS,fr,Abrakleur,abrakleur,tb_only,tb_filtered_base,True,"achievement.objective.431.name, achievement.objective.9589.name, achievement.objective.10439.name, monster.1047.name | achievement.objective.441.name, achievement.objective.9457.name, achievement.objective.10313.name, monster.1077.name | monster.5698.name | monster.5886.name, npc.5027.name | monster.5909.name | npc.3800.name | object.8784.name | object.8785.name | object.8796.name | object.8797.name | object.8822.name | object.8823.name | object.8834.name | object.8835.name | object.8869.name | object.8870.name | object.8871.name | spell.4054.name | spell.4055.name",achievement:objective,True,False,False,False,Abrakleur,,,,,kept_neologism,,,
DOFUS,fr,abrakleur,abrakleur,tb_only,tb_filtered_base,True,"achievement.objective.431.name, achievement.objective.9589.name, achievement.objective.10439.name, monster.1047.name | achievement.objective.441.name, achievement.objective.9457.name, achievement.objective.10313.name, monster.1077.name | monster.5698.name | monster.5886.name, npc.5027.name | monster.5909.name | npc.3800.name | object.8784.name | object.8785.name | object.8796.name | object.8797.name | object.8822.name | object.8823.name | object.8834.name | object.8835.name | object.8869.name | object.8870.name | object.8871.name | spell.4054.name | spell.4055.name",achievement:objective,True,False,False,False,abrakleur,,,,,kept_neologism,,,
DOFUS,fr,Abraklier,abraklier,tb_only,tb_filtered_base,True,spell.21781.name,spell:21781,True,False,False,False,Abraklier,,,,,kept_neologism,,,
DOFUS,fr,Abraknassion,abraknassion,tb_only,tb_filtered_base,True,spell.482.name,spell:482,True,False,False,False,Abraknassion,,,,,kept_neologism,,,
DOFUS,fr,Abrakne,abrakne,tb_only,tb_filtered_base,True,"achievement.objective.3733.name, achievement.objective.9414.name, achievement.objective.10286.name, monster.651.name | achievement.objective.3738.name, achievement.objective.9601.name, monster.992.name | achievement.objective.503.name, achievement.objective.9209.name, achievement.objective.10054.name, monster.650.name | monster.4198.name | monster.6909.name, npc.6718.name | monster.7341.name | monster.7349.name | monster.7924.name | object.16148.name | object.16149.name | object.16154.name | object.16155.name | object.16159.name | object.16160.name",achievement:objective,True,False,False,False,Abrakne,,,,,kept_neologism,,,
DOFUS,fr,Abraknettoyage,abraknettoyage,tb_only,tb_filtered_base,True,"spell.5636.name, spell.21775.name, spell.29606.name",spell:5636,True,False,False,False,Abraknettoyage,,,,,kept_neologism,,,
DOFUS,fr,abraknyde,abraknyde,tb_only,tb_filtered_base,True,"achievement.1835.name, achievement.1933.name, achievement.2334.name, achievement.2704.name, achievement.2808.name, achievement.objective.225.name, achievement.objective.1249.name, achievement.objective.1824.name, achievement.objective.1826.name, achievement.objective.4078.name, achievement.objective.4079.name, achievement.objective.5642.name, achievement.objective.5844.name, achievement.objective.6046.name, achievement.objective.6975.name, achievement.objective.17060.name, monster.173.name, monster.7999.name, npc.2863.name | achievement.509.name, achievement.objective.2145.name | achievement.6175.name, achievement.objective.13696.name, achievement.objective.13839.name, spell.pair.768.name | achievement.696.name, achievement.objective.2143.name | achievement.697.name, achievement.objective.2144.name | achievement.8606.name | achievement.objective.3734.name, achievement.objective.9415.name, achievement.objective.10287.name, monster.253.name | achievement.objective.3735.name, achievement.objective.9416.name, achievement.objective.10288.name, monster.254.name | achievement.objective.3739.name, achievement.objective.9602.name, monster.991.name | achievement.objective.4222.name | achievement.objective.506.name, achievement.objective.9210.name, achievement.objective.10055.name, monster.47.name, ride.family.4.name | achievement.objective.7749.name, achievement.objective.8097.name | achievement.objective.7751.name, achievement.objective.8505.name | achievement.objective.8099.name | alteration.667.name | monster.2771.name | monster.4000.name | monster.4197.name | monster.4649.name, npc.3644.name | monster.5001.name, spelltype.150.title | monster.6910.name | monster.7342.name | monster.7343.name | monster.7350.name | monster.7398.name | monster.919.name | monster.989.name | npc.6719.name | object.10489.name | object.13528.name | object.14010.name | object.14665.name | object.14747.name | object.1612.name | object.16150.name | object.16151.name | object.16156.name | object.16581.name | object.1660.name | object.16737.name | object.17015.name | object.1722.name | object.17839.name | object.18682.name | object.22558.name | object.22568.name | object.27006.name | object.28597.name | object.31097.name | object.31219.name | object.434.name | object.435.name | object.436.name | object.437.name | object.462.name | object.464.name | object.469.name | object.501.name | object.6496.name | object.8449.name | object.8494.name | object.8495.name | object.8496.name | object.923.name | object.927.name | object.set.3.name | quest.79.name | spell.10939.name, spell.pair.244.name | spell.12498.name | spell.4248.name, spell.4249.name | state.1154.name | state.3519.name, spell.19053.name, spell.pair.246.name | state.891.name, spell.10940.name, spell.pair.245.name",achievement:1835,True,False,False,False,abraknyde,,,,,kept_neologism,,,
DOFUS,fr,Abraknyde,abraknyde,tb_only,tb_filtered_base,True,"achievement.1835.name, achievement.1933.name, achievement.2334.name, achievement.2704.name, achievement.2808.name, achievement.objective.225.name, achievement.objective.1249.name, achievement.objective.1824.name, achievement.objective.1826.name, achievement.objective.4078.name, achievement.objective.4079.name, achievement.objective.5642.name, achievement.objective.5844.name, achievement.objective.6046.name, achievement.objective.6975.name, achievement.objective.17060.name, monster.173.name, monster.7999.name, npc.2863.name | achievement.509.name, achievement.objective.2145.name | achievement.6175.name, achievement.objective.13696.name, achievement.objective.13839.name, spell.pair.768.name | achievement.696.name, achievement.objective.2143.name | achievement.697.name, achievement.objective.2144.name | achievement.8606.name | achievement.objective.3734.name, achievement.objective.9415.name, achievement.objective.10287.name, monster.253.name | achievement.objective.3735.name, achievement.objective.9416.name, achievement.objective.10288.name, monster.254.name | achievement.objective.3739.name, achievement.objective.9602.name, monster.991.name | achievement.objective.4222.name | achievement.objective.506.name, achievement.objective.9210.name, achievement.objective.10055.name, monster.47.name, ride.family.4.name | achievement.objective.7749.name, achievement.objective.8097.name | achievement.objective.7751.name, achievement.objective.8505.name | achievement.objective.8099.name | alteration.667.name | monster.2771.name | monster.4000.name | monster.4197.name | monster.4649.name, npc.3644.name | monster.5001.name, spelltype.150.title | monster.6910.name | monster.7342.name | monster.7343.name | monster.7350.name | monster.7398.name | monster.919.name | monster.989.name | npc.6719.name | object.10489.name | object.13528.name | object.14010.name | object.14665.name | object.14747.name | object.1612.name | object.16150.name | object.16151.name | object.16156.name | object.16581.name | object.1660.name | object.16737.name | object.17015.name | object.1722.name | object.17839.name | object.18682.name | object.22558.name | object.22568.name | object.27006.name | object.28597.name | object.31097.name | object.31219.name | object.434.name | object.435.name | object.436.name | object.437.name | object.462.name | object.464.name | object.469.name | object.501.name | object.6496.name | object.8449.name | object.8494.name | object.8495.name | object.8496.name | object.923.name | object.927.name | object.set.3.name | quest.79.name | spell.10939.name, spell.pair.244.name | spell.12498.name | spell.4248.name, spell.4249.name | state.1154.name | state.3519.name, spell.19053.name, spell.pair.246.name | state.891.name, spell.10940.name, spell.pair.245.name",achievement:1835,True,False,False,False,Abraknyde,,,,,kept_neologism,,,
