token,token_lower,tb_key,status,match_type
Adale,adale,"Achievement.achievement name.646 | Monster.name.5413 | State.name.2932, Item.name.18616",kept_neologism,
Adamaï,adamaï,Item.name.25024 | Item.name.30733 | Item.name.31134 | Item.name.31138,kept_neologism,
Adams,adams,,removed_known_word,dictionary_form
Adastrée,adastrée,Item.name.13437 | Item.name.13455,kept_neologism,
Ade,ade,"Item.name.27615, Item.name.27617, Item.name.27616",kept_neologism,
Adelus,adelus,Item.name.10052,kept_neologism,
Adepte,adepte,,removed_known_word,dictionary_form
Adertal,adertal,Item.name.26326,kept_neologism,
Adeur,adeur,"Item.name.21294, Item.name.21220",kept_neologism,
Adezieu,adezieu,"Ambience Zone.name.1012, Dungeon.dungeon name.136 | Zaap.drago name.4578",kept_neologism,
Adezyeux,adezyeux,"Item.name.29267, Item.name.29268, Item.name.29269",kept_neologism,
Adjudant,adjudant,,removed_known_word,dictionary_form
Admin,admin,,removed_known_word,dictionary_form
Admission,admission,,removed_known_word,dictionary_form
Adorateur,adorateur,,removed_known_word,dictionary_form
Adoussur,adoussur,"Item.name.23092, Item.name.23093, Item.name.16062",kept_neologism,
Adox,adox,"Item.name.31559, Area.name.1875, State.name.8467",kept_neologism,
Adrénaline,adrénaline,,removed_known_word,dictionary_form
Adulte,adulte,,removed_known_word,dictionary_form
Adés,adés,"Item.name.24427, Item.name.17175, Item.name.24428",kept_neologism,
Aer'rune,aer'rune,State.name.4067 | State.name.5374,kept_neologism,
Aerafal,aerafal,"Item.name.23973, Item.name.23974 | Item.name.24211",kept_neologism,
Aero,aero,"Item.name.12997, Item_set.name.310",kept_neologism,
Aerobottes,aerobottes,Item.name.11306,kept_neologism,
Aerocape,aerocape,Item.name.11302,kept_neologism,
Aerocasque,aerocasque,Item.name.11298,kept_neologism,
Aeropaulettes,aeropaulettes,Item.name.11310,kept_neologism,
Affaibli,affaibli,,removed_known_word,dictionary_form
Affaiblie,affaiblie,,removed_known_word,dictionary_form
Affaiblissement,affaiblissement,,removed_known_word,dictionary_form
Affamé,affamé,,removed_known_word,dictionary_form
Affamée,affamée,,removed_known_word,dictionary_form
Affamées,affamées,,removed_known_word,dictionary_form
Affichage,affichage,,removed_known_word,dictionary_form
Affiche,affiche,,removed_known_word,dictionary_form
Afficher,afficher,,removed_known_word,dictionary_form
Affiches,affiches,,removed_known_word,dictionary_form
Affinité,affinité,,removed_known_word,dictionary_form
Affixe,affixe,,removed_known_word,dictionary_form
Afflux,afflux,,removed_known_word,dictionary_form
Affreux,affreux,,removed_known_word,dictionary_form
Affrontement,affrontement,,removed_known_word,dictionary_form
Affrontements,affrontements,,removed_known_word,dictionary_form
Affûtage,affûtage,,removed_known_word,dictionary_form
Affûter,affûter,,removed_known_word,dictionary_form
Aficahpe,aficahpe,"Item.name.29230, Item.name.29229",kept_neologism,
Agacement,agacement,,removed_known_word,dictionary_form
Agacement-Garou,agacement-garou,Spell.name.2967,kept_neologism,
Agate,agate,,removed_known_word,dictionary_form
Agathank,agathank,"Monster.name.4663, Monster.name.4650, Monster.name.5228 | Monster.name.5201",kept_neologism,
Agathie,agathie,Monster.name.4454,kept_neologism,
Age,age,,removed_known_word,dictionary_form
Agilesque,agilesque,Item.name.3026,kept_neologism,
Agilité,agilité,,removed_known_word,dictionary_form
Agiottes,agiottes,"Item.name.18552, Item.name.22664",kept_neologism,
Agitation,agitation,,removed_known_word,dictionary_form
Agiter,agiter,,removed_known_word,dictionary_form
Ago,ago,"Membre de clan.name.302, Monster.name.4068",kept_neologism,
Agonie,agonie,,removed_known_word,dictionary_form
Agonisant,agonisant,,removed_known_word,dictionary_form
Agonisante,agonisante,,removed_known_word,dictionary_form
Agressif,agressif,,removed_known_word,dictionary_form
Agressifs,agressifs,,removed_known_word,dictionary_form
Agressives,agressives,,removed_known_word,dictionary_form
Agricole,agricole,,removed_known_word,dictionary_form
Agride,agride,"Item.name.25404, Item.name.10263, Item.name.25405",kept_neologism,
Agrippante,agrippante,,removed_known_word,dictionary_form
Agua,agua,Item.name.11415,kept_neologism,
Aguabrial,aguabrial,"Achievement.achievement name.4829 | Ambience Zone.name.1144 | InteractiveElementView.name.2149, State.name.6249, Monster.name.1723, Monster.name.5165, Monster.name.5258 | Item.name.11416 | Item.name.11420 | Item.name.13680 | Item.name.23968, State.name.6247, Item.name.23967 | Item.name.27312 | Item.name.27317 | Item.name.27319 | Item.name.27889 | Item.name.27922 | State.name.6251, State.name.6253",kept_neologism,
Aguatak,aguatak,Spell.name.2601,kept_neologism,
Aguattaque,aguattaque,Spell.name.6899,kept_neologism,
Aguerri,aguerri,,removed_known_word,dictionary_form
Agueul,agueul,Item.name.10147,kept_neologism,
Aguichage,aguichage,,removed_known_word,dictionary_form
Aguicher,aguicher,,removed_known_word,dictionary_form
Agères,agères,Item.name.10058,kept_neologism,
Agée,agée,Item.name.11333,kept_neologism,
Aide,aide,,removed_known_word,dictionary_form
Aider,aider,,removed_known_word,dictionary_form
Aidez-moi,aidez-moi,Achievement.achievement name.2608,kept_neologism,
Aighuileuse,aighuileuse,"Item.name.20231 | Item.name.22245, Item.name.20223",kept_neologism,
Aighuilée,aighuilée,"Item.name.22242, Item.name.20199",kept_neologism,
Aigri,aigri,,removed_known_word,dictionary_form
Aigu,aigu,,removed_known_word,dictionary_form
Aiguillage,aiguillage,,removed_known_word,dictionary_form
Aiguille,aiguille,,removed_known_word,dictionary_form
Aiguilles,aiguilles,,removed_known_word,dictionary_form
Aiguisés,aiguisés,,removed_known_word,dictionary_form
Aihon,aihon,"Item.name.25890, Item.name.25889, Item.name.25891",kept_neologism,
Aile,aile,,removed_known_word,dictionary_form
Aileron,aileron,,removed_known_word,dictionary_form
Ailerons,ailerons,,removed_known_word,dictionary_form
Ailes,ailes,,removed_known_word,dictionary_form
Ailette,ailette,,removed_known_word,dictionary_form
Ailées,ailées,,removed_known_word,dictionary_form
Ailémen,ailémen,Item.name.20475,kept_neologism,
Aimant,aimant,,removed_known_word,dictionary_form
Aimantation,aimantation,,removed_known_word,dictionary_form
Aimanté,aimanté,,removed_known_word,dictionary_form
Aine,aine,,removed_known_word,dictionary_form
Air,air,,removed_known_word,dictionary_form
Airs,airs,,removed_known_word,dictionary_form
Airyna,airyna,Monster.name.5460,kept_neologism,
Aisance,aisance,,removed_known_word,dictionary_form
Aisk,aisk,Item.name.8269,kept_neologism,
Aiton,aiton,Item.name.10531,kept_neologism,
Aitriss,aitriss,"Item.name.32169, Item.name.32168, Item.name.32170",kept_neologism,
Aiw,aiw,Spell.name.3821 | Spell.name.8011,kept_neologism,
Ajamin,ajamin,Item.name.20160 | Item.name.22315,kept_neologism,
Ajustables,ajustables,,removed_known_word,dictionary_form
Ajustée,ajustée,,removed_known_word,dictionary_form
Aka,aka,Item.name.22068,kept_neologism,
Akhat,akhat,Item.name.24271,kept_neologism,
Akkurive,akkurive,"Item.name.24574, Item.name.24573",kept_neologism,
Akorde,akorde,Item.name.9639,kept_neologism,
Akro,akro,"House Name.house_name.1453 | Item.name.32098, Achievement.achievement name.5456 | Item.name.32300 | Item.name.32346",kept_neologism,
Aku,aku,"Territory_Zone.name.51801, Ambience Zone.name.759",kept_neologism,
Akwafé,akwafé,Item.name.12505,kept_neologism,
Akyra,akyra,Ambience Zone.name.2049,kept_neologism,
Al'Capo,al'capo,Monster.name.3918,kept_neologism,
Alambic,alambic,,removed_known_word,dictionary_form
Alame,alame,Item.name.10179,kept_neologism,
Alard,alard,Monster.name.2015,kept_neologism,
Albert,albert,,removed_known_word,dictionary_form
Albinos,albinos,,removed_known_word,dictionary_form
Albinus,albinus,Item.name.15075,kept_neologism,
Alchimiste,alchimiste,,removed_known_word,dictionary_form
Alecro,alecro,Monster.name.4352,kept_neologism,
Aleeeewte,aleeeewte,Spell.name.3854,kept_neologism,
Alen,alen,Monster.name.3186,kept_neologism,
Alenties,alenties,,removed_known_word,dictionary_form
Alentours,alentours,,removed_known_word,dictionary_form
Alerte,alerte,,removed_known_word,dictionary_form
Alezan,alezan,,removed_known_word,dictionary_form
Alf,alf,"Achievement.achievement name.3990 | Item.name.21870, Item.name.21869 | Monster.name.4388",kept_neologism,
Alfhitch,alfhitch,Monster.name.3319,kept_neologism,
Alfredon,alfredon,"Item.name.21881, Item.name.21880",kept_neologism,
Algathe,algathe,"State.name.6898, Area.name.1614",kept_neologism,
Algue,algue,,removed_known_word,dictionary_form
Alhon,alhon,"Item.name.10850, Item.name.10853, Item.name.10035, Item.name.10851, Item.name.10852",kept_neologism,
Alia,alia,,removed_known_word,dictionary_form
Alibert,alibert,"Item.name.12978 | Item.name.9730 | Item.name.9731 | Item.name.9734 | Item_set.name.266 | Membre de clan.name.345, Monster.name.4803 | Resource.name.728",kept_neologism,
Alie,alie,Item.name.14381 | Krosmaster Arena Figurines.name.21,kept_neologism,
Alien,alien,,removed_known_word,dictionary_form
Alignement,alignement,,removed_known_word,dictionary_form
Aligné,aligné,,removed_known_word,dictionary_form
Alison-Sadi,alison-sadi,Ambience Zone.name.2046,kept_neologism,
Alive,alive,Achievement.achievement name.1568,kept_neologism,
Alizé,alizé,,removed_known_word,dictionary_form
Alkatrool,alkatrool,Ambience Zone.name.1203 | Ambience Zone.name.1204 | Instance.instance name.707 | Instance.instance name.708 | Monster_type.name.539 | Zaap.boat name.20316,kept_neologism,
Alkokolike,alkokolike,State.name.3967,kept_neologism,
All,all,Spell.name.2047 | Spell.name.6723 | State.name.5859,kept_neologism,
Aller-Retour,aller-retour,,removed_known_word,dictionary_form
Allergie,allergie,,removed_known_word,dictionary_form
Allez,allez,,removed_known_word,dictionary_form
Alliage,alliage,,removed_known_word,dictionary_form
Alliance,alliance,,removed_known_word,dictionary_form
Alliance-Singe,alliance-singe,"Item.name.20277, Item.name.22451",kept_neologism,
Allié,allié,,removed_known_word,dictionary_form
Allocentrisme,allocentrisme,,removed_known_word,dictionary_form
Allonge,allonge,,removed_known_word,dictionary_form
Allumage,allumage,,removed_known_word,dictionary_form
Allumer,allumer,,removed_known_word,dictionary_form
Allégeance,allégeance,,removed_known_word,dictionary_form
Allégeante,allégeante,"Item.name.24407, Item.name.24406, Item.name.17155",kept_neologism,
Allégé,allégé,,removed_known_word,dictionary_form
Almanax,almanax,Achievement.achievement name.1508 | Achievement.achievement name.4249 | Monster.name.2028 | State.name.1766 | State.name.1767 | State.name.1768 | State.name.1769 | State.name.1770 | State.name.1772,kept_neologism,
Almangro,almangro,Monster.name.4775,kept_neologism,
Almaton,almaton,Item.name.14168,kept_neologism,
Alnaut,alnaut,Spell.name.6228,kept_neologism,
Aloa,aloa,Item.name.18120 | Item.name.18121 | Item.name.23168 | Resource.name.556,kept_neologism,
Alof,alof,InteractiveElementView.name.2018 | Item.name.24297,kept_neologism,
Alonfred,alonfred,House Name.house_name.1426,kept_neologism,
Aloula,aloula,Spell.name.2535,kept_neologism,
Alpha,alpha,,removed_known_word,dictionary_form
Alraune,alraune,"Quizz Dialog.quizz illustration name.6361, Quizz Dialog.quizz illustration name.6582, Quizz Dialog.quizz illustration name.6363, Quizz Dialog.quizz illustration name.6367, Quizz Dialog.quizz illustration name.6402, Quizz Dialog.quizz illustration name.6405, Quizz Dialog.quizz illustration name.6362, Quizz Dialog.quizz illustration name.7049, Quizz Dialog.quizz illustration name.6585, Quizz Dialog.quizz illustration name.6359, Quizz Dialog.quizz illustration name.6579, Quizz Dialog.quizz illustration name.6357, Quizz Dialog.quizz illustration name.6580, Quizz Dialog.quizz illustration name.6401, Quizz Dialog.quizz illustration name.6583, Quizz Dialog.quizz illustration name.7050, Quizz Dialog.quizz illustration name.6404, Quizz Dialog.quizz illustration name.6398 | State.name.8713",kept_neologism,
Alt,alt,,removed_known_word,dictionary_form
Alt-Tablier,alt-tablier,"Item.name.21745, Item.name.21746, Item.name.21718, Item.name.21744",kept_neologism,
Alternance,alternance,,removed_known_word,dictionary_form
Alternée,alternée,,removed_known_word,dictionary_form
Altruisme,altruisme,,removed_known_word,dictionary_form
Altérée,altérée,,removed_known_word,dictionary_form
Amadeus,amadeus,,removed_known_word,dictionary_form
Amaincales,amaincales,"Item.name.19492, Item.name.23376, Item.name.23375",kept_neologism,
Amakna,amakna,"Achievement.achievement name.1888 | Achievement.achievement name.1916 | Achievement.achievement name.1917 | Achievement.achievement name.2109 | Achievement.achievement name.3021 | Achievement.achievement name.3022 | Achievement.achievement name.3023 | Achievement.achievement name.3246 | Achievement.achievement name.4265 | Achievement.achievement name.4488 | Achievement.achievement name.4490 | Achievement.achievement name.4491 | Achievement.achievement name.4492 | Achievement.achievement name.4493 | Achievement.achievement name.4797, Item.name.27816 | Ambience Zone.name.1017, Ambience Zone.name.925 | Ambience Zone.name.1241 | Ambience Zone.name.1381, Territory_Zone.name.66401 | Ambience Zone.name.1390 | Ambience Zone.name.1643, Instance.instance name.1104, Instance.instance name.1105, Ambience Zone.name.1634, Ambience Zone.name.1642, Instance.instance name.1044 | Ambience Zone.name.1671, Territory_Zone.name.79301, Ambience Zone.name.1389 | Ambience Zone.name.1707 | Ambience Zone.name.1709 | Ambience Zone.name.1728, Territory_Zone.name.83801 | Ambience Zone.name.1798, Territory_Zone.name.87001, Instance.instance name.1237 | Ambience Zone.name.1828 | Ambience Zone.name.1995, Dungeon.dungeon name.174, Instance.instance name.1329 | Ambience Zone.name.523, Zaap.boat name.20240 | Ambience Zone.name.528 | Ambience Zone.name.879 | Area.name.1636, State.name.6921 | Emote.emote name.20066 | Emote.emote name.20111 | HavreMonde_batiment.haven_world_house_name.302 | HavreMonde_batiment.haven_world_house_name.303, HavreMonde_batiment_catalog.haven_world_house_catalog_name.115 | House Name.house_name.919 | Instance.instance name.1012, Instance.instance name.1134, Zaap.zaap_category_name.29, Background IE.ie name.42, Instance.instance name.880, Monster_type.name.782, Instance.instance name.131, Monster_type.name.958, Zaap.boat name.5640, Item.name.12027, Monster_type.name.971 | Instance.instance name.1158 | Instance.instance name.1207 | Instance.instance name.1245, Ambience Zone.name.1807, Territory_Zone.name.87901 | Instance.instance name.134 | Instance.instance name.139 | Instance.instance name.616 | Instance.instance name.785 | Instance.instance name.788 | Instance.instance name.827 | Item.name.10662 | Item.name.10742 | Item.name.10746 | Item.name.10750 | Item.name.10754 | Item.name.10758 | Item.name.11319 | Item.name.11845, Item.name.25563 | Item.name.11857, Item.name.25564 | Item.name.12921 | Item.name.13016, Item_set.name.343 | Item.name.14367 | Item.name.14814 | Item.name.14913 | Item.name.15055 | Item.name.15369 | Item.name.15711 | Item.name.15794 | Item.name.16680 | Item.name.17069 | Item.name.17553 | Item.name.17555 | Item.name.17628 | Item.name.17741, InteractiveElementView.name.1165 | Item.name.17848 | Item.name.17906 | Item.name.17910 | Item.name.18695 | Item.name.18930 | Item.name.18931 | Item.name.18932 | Item.name.19016 | Item.name.19086, Monster.name.4783, State.name.3341 | Item.name.19661 | Item.name.20079 | Item.name.20590 | Item.name.21961 | Item.name.25560, Item.name.11853, Item.name.23742, Item.name.25559 | Item.name.25562, Item.name.11849, Item.name.25561, Item.name.23743 | Item.name.26494 | Item.name.26575 | Item.name.26718 | Item.name.27272 | Item.name.27322 | Item.name.27323 | Item.name.27324 | Item.name.27573 | Item.name.27984 | Item.name.28116 | Item.name.28986 | Item.name.29711 | Item.name.29773 | Item.name.29780 | Item.name.30017 | Item.name.30018 | Item.name.31198 | Item.name.31217 | Item.name.32456, Emote.emote name.20360, Item.name.28777 | Item.name.32754 | Item.name.9251 | Item.name.9716 | Item_set.name.262 | Monster.name.2814 | Monster.name.4589, Monster.name.4591 | Monster.name.4590, Item.name.9717, Monster.name.4588, Monster.name.1322 | Monster_type.name.775 | Monster_type.name.989, Monster_type.name.990, Monster_type.name.985, Monster_type.name.991 | Nation.name.30 | Resource.name.479 | State.name.1569 | State.name.2367 | State.name.2460 | State.name.4104 | State.name.4783 | State.name.5917, Item.name.26748, State.name.5918 | Territory_Zone.name.35001, Ambience Zone.name.524 | Territory_Zone.name.36601, Territory_Zone.name.86201, Ambience Zone.name.1766, Ambience Zone.name.529, Instance.instance name.138, Instance.instance name.1225, Ambience Zone.name.530 | Territory_Zone.name.58501 | Territory_Zone.name.64401 | Territory_Zone.name.66501 | Territory_Zone.name.86601, Ambience Zone.name.1790 | Territory_Zone.name.87101, Ambience Zone.name.1799, Instance.instance name.1238 | Zaap.Zaap name.31316 | Zaap.boat name.20831 | Zaap.boat name.31317 | Zaap.boat name.31604 | Zaap.boat name.33868 | Zaap.cannon name.11083, Zaap.cannon name.12372, Zaap.cannon name.10667, Zaap.cannon name.11010, Zaap.cannon name.6772, Zaap.cannon name.16927, Zaap.cannon name.10659 | Zaap.drago name.16734 | Zaap.drago name.22980 | Zaap.drago name.31346 | Zaap.drago name.31347",kept_neologism,
Amaknastrub,amaknastrub,Instance.instance name.187 | Zaap.drago name.18215,kept_neologism,
Amaknéen,amaknéen,Item.name.14017 | Item.name.9620 | Item.name.9674 | Item.name.9687,kept_neologism,
Amaknéenne,amaknéenne,Achievement.achievement name.2704 | Item.name.19108 | Item.name.19470 | Item.name.9619 | Item.name.9621,kept_neologism,
Amaknéennes,amaknéennes,Item.name.14011 | Item.name.9622 | Item.name.9676,kept_neologism,
Amalante,amalante,Resource.name.686,kept_neologism,
