token,token_lower,tb_key,status,match_type
Absinteísmo,absinteísmo,"Instance.instance name.859, Ambience Zone.name.1322",kept_neologism,
Absoluta,absoluta,,removed_known_word,dictionary_form
Absoluto,absoluto,,removed_known_word,dictionary_form
Absolvição,absolvição,,removed_known_word,dictionary_form
Absorvedor,absorvedor,,removed_known_word,dictionary_form
Absorvida,absorvida,,removed_known_word,dictionary_form
Absorção,absorção,,removed_known_word,dictionary_form
Abstração,abstração,,removed_known_word,dictionary_form
Abum,abum,"Item.name.14321 | Item.name.14389 | Item.name.25988, Item.name.25986, Item.name.15278, Item.name.25987",kept_neologism,
Abundante,abundante,,removed_known_word,dictionary_form
Abundância,abundância,,removed_known_word,dictionary_form
Abóbora,abóbora,,removed_known_word,dictionary_form
Abóbowa,abóbowa,"Achievement.achievement name.1579 | Item.name.10375 | Item.name.10381 | Item.name.10382 | Item.name.14502 | Item.name.17684 | Item.name.17685 | Item.name.17686 | Item.name.17690 | Monster.name.2089, Monster.name.2105 | Spell.name.3043 | State.name.1481",kept_neologism,
Abóbowavencível,abóbowavencível,Item.name.14756 | State.name.1536,kept_neologism,
Academia,academia,,removed_known_word,dictionary_form
Acadêmica,acadêmica,,removed_known_word,dictionary_form
Acajoule,acajoule,Item.name.22055,kept_neologism,
Acaju,acaju,,removed_known_word,dictionary_form
Acalmar,acalmar,,removed_known_word,dictionary_form
Acampamento,acampamento,,removed_known_word,dictionary_form
Acanhado,acanhado,,removed_known_word,dictionary_form
Acariciar,acariciar,,removed_known_word,dictionary_form
Acaso,acaso,,removed_known_word,dictionary_form
Acelecharco,acelecharco,"State.name.5412, Area.name.1311",kept_neologism,
Acelerado,acelerado,,removed_known_word,dictionary_form
Acelerador,acelerador,,removed_known_word,dictionary_form
Aceleração,aceleração,,removed_known_word,dictionary_form
Acelerrato,acelerrato,"Monster.name.5559, Monster.name.1787",kept_neologism,
Acerado,acerado,,removed_known_word,dictionary_form
Acerbo,acerbo,,removed_known_word,dictionary_form
Acerola,acerola,,removed_known_word,dictionary_form
Acertados,acertados,,removed_known_word,dictionary_form
Acertar,acertar,,removed_known_word,dictionary_form
Acerto,acerto,,removed_known_word,dictionary_form
Acesa,acesa,,removed_known_word,dictionary_form
Acesso,acesso,,removed_known_word,dictionary_form
Acessível,acessível,,removed_known_word,dictionary_form
Acessório,acessório,,removed_known_word,dictionary_form
Acharcar,acharcar,,removed_known_word,dictionary_form
Achatada,achatada,,removed_known_word,dictionary_form
Achatamento,achatamento,,removed_known_word,dictionary_form
Acidentanel,acidentanel,"Item.name.21269, Item.name.21268, Item.name.21209, Item.name.21271",kept_neologism,
Acidez,acidez,,removed_known_word,dictionary_form
Acionamento,acionamento,,removed_known_word,dictionary_form
Aclamado,aclamado,,removed_known_word,dictionary_form
Acne,acne,,removed_known_word,dictionary_form
Acobreado,acobreado,,removed_known_word,dictionary_form
Acolchoada,acolchoada,,removed_known_word,dictionary_form
Acolchoadas,acolchoadas,,removed_known_word,dictionary_form
Acolchoado,acolchoado,,removed_known_word,dictionary_form
Acompanhamento,acompanhamento,,removed_known_word,dictionary_form
Acompanhar,acompanhar,,removed_known_word,dictionary_form
Aconitoides,aconitoides,Monster.name.3992,kept_neologism,
Acordado,acordado,,removed_known_word,dictionary_form
Acorde,acorde,,removed_known_word,dictionary_form
Acorrentadas,acorrentadas,,removed_known_word,dictionary_form
Acorrentado,acorrentado,,removed_known_word,dictionary_form
Acowdado,acowdado,Monster.name.5563,kept_neologism,
Acqua,acqua,Item.name.9624,kept_neologism,
Acribia,acribia,,removed_known_word,dictionary_form
Acrobacete,acrobacete,"Item.name.27615, Item.name.27617, Item.name.27616",kept_neologism,
Acrobacia,acrobacia,,removed_known_word,dictionary_form
Acrobata,acrobata,,removed_known_word,dictionary_form
Acuidade,acuidade,,removed_known_word,dictionary_form
Acumulada,acumulada,,removed_known_word,dictionary_form
Acumuladora,acumuladora,,removed_known_word,dictionary_form
Acumulação,acumulação,,removed_known_word,dictionary_form
Acéfalo,acéfalo,,removed_known_word,dictionary_form
Acólito,acólito,,removed_known_word,dictionary_form
Adaga,adaga,,removed_known_word,dictionary_form
Adagario,adagario,"Item.name.30791, Item.name.30792, Item.name.30252",kept_neologism,
Adagas,adagas,,removed_known_word,dictionary_form
Adal,adal,"Achievement.achievement name.646 | Monster.name.5413 | State.name.2932, Item.name.18616",kept_neologism,
Adamai,adamai,,removed_known_word,dictionary_form
Adamascado,adamascado,,removed_known_word,dictionary_form
Adamos,adamos,,removed_known_word,dictionary_form
Adega,adega,,removed_known_word,dictionary_form
Adepto,adepto,,removed_known_word,dictionary_form
Adereço,adereço,,removed_known_word,dictionary_form
Adesivo,adesivo,,removed_known_word,dictionary_form
Adestrado,adestrado,,removed_known_word,dictionary_form
Adestrador,adestrador,,removed_known_word,dictionary_form
Adestramento,adestramento,,removed_known_word,dictionary_form
Adeus,adeus,,removed_known_word,dictionary_form
Adiamento,adiamento,,removed_known_word,dictionary_form
Adiantamento,adiantamento,,removed_known_word,dictionary_form
Adiante,adiante,,removed_known_word,dictionary_form
Adicionado,adicionado,,removed_known_word,dictionary_form
Adicional,adicional,,removed_known_word,dictionary_form
Adivinhapéu,adivinhapéu,"Item.name.26824, Item.name.26825, Item.name.26826, Item.name.26823",kept_neologism,
Admin,admin,,removed_known_word,dictionary_form
Admiráveis,admiráveis,,removed_known_word,dictionary_form
Adorador,adorador,,removed_known_word,dictionary_form
Adormecido,adormecido,,removed_known_word,dictionary_form
Adornado,adornado,,removed_known_word,dictionary_form
Adorável,adorável,,removed_known_word,dictionary_form
Adoula,adoula,Item.name.17776,kept_neologism,
Adournadas,adournadas,"Item.name.29206, Item.name.29205, Item.name.29207",kept_neologism,
Adourno,adourno,"Item.name.23092, Item.name.23093, Item.name.16062",kept_neologism,
Adrenalina,adrenalina,,removed_known_word,dictionary_form
Adubo,adubo,,removed_known_word,dictionary_form
Adulterados,adulterados,,removed_known_word,dictionary_form
Adulto,adulto,,removed_known_word,dictionary_form
Adágora,adágora,"Item.name.30148, Item.name.30149",kept_neologism,
Adês,adês,,removed_known_word,dictionary_form
Aer'runa,aer'runa,State.name.4067 | State.name.5374,kept_neologism,
Aerado,aerado,,removed_known_word,dictionary_form
Aerafal,aerafal,"Item.name.23973, Item.name.23974 | Item.name.24211",kept_neologism,
Aerobotas,aerobotas,Item.name.11306,kept_neologism,
Aerocapa,aerocapa,Item.name.11302,kept_neologism,
Aerochapéu,aerochapéu,Item.name.11298,kept_neologism,
Aeroconjunto,aeroconjunto,"Item.name.12997, Item_set.name.310",kept_neologism,
Aerodinâmica,aerodinâmica,,removed_known_word,dictionary_form
Aerodragona,aerodragona,Item.name.11310,kept_neologism,
Aeroincandescente,aeroincandescente,State.name.3028,kept_neologism,
Aeroporco,aeroporco,State.name.5629,kept_neologism,
Aeroportador,aeroportador,,removed_known_word,dictionary_form
Afastada,afastada,,removed_known_word,dictionary_form
Afastado,afastado,,removed_known_word,dictionary_form
Afeição,afeição,,removed_known_word,dictionary_form
Afiada,afiada,,removed_known_word,dictionary_form
Afiadas,afiadas,,removed_known_word,dictionary_form
Afiado,afiado,,removed_known_word,dictionary_form
Afiados,afiados,,removed_known_word,dictionary_form
Afiar,afiar,,removed_known_word,dictionary_form
Afiação,afiação,,removed_known_word,dictionary_form
Aficahpa,aficahpa,"Item.name.29230, Item.name.29229",kept_neologism,
Afinidade,afinidade,,removed_known_word,dictionary_form
Afixo,afixo,,removed_known_word,dictionary_form
Aflição,aflição,,removed_known_word,dictionary_form
Afluxo,afluxo,,removed_known_word,dictionary_form
Afogado,afogado,,removed_known_word,dictionary_form
Afogamento,afogamento,,removed_known_word,dictionary_form
Afortunada,afortunada,,removed_known_word,dictionary_form
Afã,afã,,removed_known_word,dictionary_form
Agama,agama,,removed_known_word,dictionary_form
Agamenel,agamenel,"Item.name.28321, Item.name.28320",kept_neologism,
Agarrada,agarrada,,removed_known_word,dictionary_form
Agarrado,agarrado,,removed_known_word,dictionary_form
Agarradora,agarradora,,removed_known_word,dictionary_form
Agasalho,agasalho,,removed_known_word,dictionary_form
Agatanque,agatanque,"Monster.name.4663, Monster.name.4650, Monster.name.5228 | Monster.name.5201",kept_neologism,
Agathie,agathie,Monster.name.4454,kept_neologism,
Age,age,,removed_known_word,dictionary_form
Agilidade,agilidade,,removed_known_word,dictionary_form
Agiotas,agiotas,,removed_known_word,dictionary_form
Agitado,agitado,,removed_known_word,dictionary_form
Agitador,agitador,,removed_known_word,dictionary_form
Agitar,agitar,,removed_known_word,dictionary_form
Agitação,agitação,,removed_known_word,dictionary_form
Aglomeração,aglomeração,,removed_known_word,dictionary_form
Agonia,agonia,,removed_known_word,dictionary_form
Agonizante,agonizante,,removed_known_word,dictionary_form
Agorespresso,agorespresso,Item.name.13896,kept_neologism,
Agouro,agouro,,removed_known_word,dictionary_form
Agradável,agradável,,removed_known_word,dictionary_form
Agressiva,agressiva,,removed_known_word,dictionary_form
Agressivas,agressivas,,removed_known_word,dictionary_form
Agressivo,agressivo,,removed_known_word,dictionary_form
Agressivos,agressivos,,removed_known_word,dictionary_form
Agressor,agressor,,removed_known_word,dictionary_form
Agressão,agressão,,removed_known_word,dictionary_form
Agride,agride,,removed_known_word,dictionary_form
Agridoce,agridoce,,removed_known_word,dictionary_form
Agrícola,agrícola,,removed_known_word,dictionary_form
Aguabrial,aguabrial,"Achievement.achievement name.4829 | Ambience Zone.name.1144 | InteractiveElementView.name.2149, State.name.6249, Monster.name.1723, Monster.name.5165, Monster.name.5258 | Item.name.11416 | Item.name.11420 | Item.name.13680 | Item.name.23968, State.name.6247, Item.name.23967 | Item.name.27312 | Item.name.27317 | Item.name.27319 | Item.name.27889 | Item.name.27922 | State.name.6251, State.name.6253",kept_neologism,
Aguaceiro,aguaceiro,,removed_known_word,dictionary_form
Aguada,aguada,,removed_known_word,dictionary_form
Agualeto,agualeto,"Item.name.25637, Item.name.15503, Item.name.25638",kept_neologism,
Aguardente,aguardente,,removed_known_word,dictionary_form
Aguataque,aguataque,Spell.name.6899,kept_neologism,
Agudo,agudo,,removed_known_word,dictionary_form
Aguerrido,aguerrido,,removed_known_word,dictionary_form
Agulha,agulha,,removed_known_word,dictionary_form
Agulhas,agulhas,,removed_known_word,dictionary_form
Agulhitarra,agulhitarra,"Item.name.25904, Item.name.25903, Item.name.25902",kept_neologism,
Agulhosa,agulhosa,"Item.name.20231 | Item.name.22242, Item.name.20199 | Item.name.22245, Item.name.20223",kept_neologism,
Aguozônio,aguozônio,Item.name.11935,kept_neologism,
Aguçada,aguçada,,removed_known_word,dictionary_form
Ahabar,ahabar,Item.name.18193,kept_neologism,
Ahlavan,ahlavan,State.name.4451 | State.name.4452,kept_neologism,
Aiera,aiera,State.name.4449 | State.name.4450,kept_neologism,
Aik,aik,Item.name.14719,kept_neologism,
Ainda,ainda,,removed_known_word,dictionary_form
Airyna,airyna,Monster.name.5460,kept_neologism,
Aiáááá,aiáááá,"Spell.name.6620, Spell.name.1848",kept_neologism,
Ajuda,ajuda,,removed_known_word,dictionary_form
Ajudante,ajudante,,removed_known_word,dictionary_form
Ajudar,ajudar,,removed_known_word,dictionary_form
Ajudas,ajudas,,removed_known_word,dictionary_form
Ajude,ajude,,removed_known_word,dictionary_form
Ajustada,ajustada,,removed_known_word,dictionary_form
Ajustadas,ajustadas,,removed_known_word,dictionary_form
Ajuste,ajuste,,removed_known_word,dictionary_form
Ajustáveis,ajustáveis,,removed_known_word,dictionary_form
Akro,akro,"House Name.house_name.1453 | Item.name.32098, Achievement.achievement name.5456 | Item.name.32300 | Item.name.32346",kept_neologism,
Aku,aku,"Territory_Zone.name.51801, Ambience Zone.name.759",kept_neologism,
Akyra,akyra,Ambience Zone.name.2049,kept_neologism,
Al-Capo,al-capo,Monster.name.3918,kept_neologism,
Ala,ala,,removed_known_word,dictionary_form
Alabarda,alabarda,,removed_known_word,dictionary_form
Aladas,aladas,,removed_known_word,dictionary_form
Alado,alado,,removed_known_word,dictionary_form
Alagadiça,alagadiça,,removed_known_word,dictionary_form
Alagadiço,alagadiço,,removed_known_word,dictionary_form
Alaranjado,alaranjado,,removed_known_word,dictionary_form
Alas,alas,,removed_known_word,dictionary_form
Alazão,alazão,,removed_known_word,dictionary_form
Alaúde,alaúde,,removed_known_word,dictionary_form
AlbaTrool,albatrool,Item.name.10537 | Item.name.10541 | Item.name.10545 | Item.name.10549,kept_neologism,
Albatrool,albatrool,Item.name.10537 | Item.name.10541 | Item.name.10545 | Item.name.10549,kept_neologism,
Albina,albina,,removed_known_word,dictionary_form
Albino,albino,,removed_known_word,dictionary_form
Alca,alca,,removed_known_word,dictionary_form
Alcachofra,alcachofra,,removed_known_word,dictionary_form
Alcance,alcance,,removed_known_word,dictionary_form
Alcancis,alcancis,Spell.name.6005,kept_neologism,
Alcateia,alcateia,,removed_known_word,dictionary_form
Alcatra,alcatra,,removed_known_word,dictionary_form
Alcaçuz,alcaçuz,,removed_known_word,dictionary_form
Aldeia,aldeia,,removed_known_word,dictionary_form
Aldente,aldente,"Spell.name.3896, Spell.name.3922",kept_neologism,
Aldeão,aldeão,,removed_known_word,dictionary_form
Aleatoribus,aleatoribus,Spell.name.3086,kept_neologism,
Aleatório,aleatório,,removed_known_word,dictionary_form
Aleeewta,aleeewta,Spell.name.3854,kept_neologism,
Alegre,alegre,,removed_known_word,dictionary_form
Alegria,alegria,,removed_known_word,dictionary_form
Alen,alen,Monster.name.3186,kept_neologism,
Alergia,alergia,,removed_known_word,dictionary_form
Alerta,alerta,,removed_known_word,dictionary_form
Ales,ales,Spell.name.3821,kept_neologism,
Alfa,alfa,,removed_known_word,dictionary_form
Alfabeto,alfabeto,,removed_known_word,dictionary_form
Alfaiate,alfaiate,,removed_known_word,dictionary_form
Alfhitch,alfhitch,Monster.name.3319,kept_neologism,
Alforje,alforje,,removed_known_word,dictionary_form
Alfrodo,alfrodo,"Item.name.21881, Item.name.21880",kept_neologism,
Alga,alga,,removed_known_word,dictionary_form
Algazarra,algazarra,,removed_known_word,dictionary_form
Algema,algema,,removed_known_word,dictionary_form
Algemas,algemas,,removed_known_word,dictionary_form
Algodoeiro,algodoeiro,,removed_known_word,dictionary_form
Algodão,algodão,,removed_known_word,dictionary_form
Algum,algum,,removed_known_word,dictionary_form
Alguns,alguns,,removed_known_word,dictionary_form
Alguém,alguém,,removed_known_word,dictionary_form
Algácea,algácea,,removed_known_word,dictionary_form
Algáceas,algáceas,,removed_known_word,dictionary_form
Alha,alha,,removed_known_word,dictionary_form
Alhoporoculto,alhoporoculto,"Spell.name.8049, Spell.name.8055 | State.name.8102, Monster.name.5468",kept_neologism,
Alia,alia,,removed_known_word,dictionary_form
Aliado,aliado,,removed_known_word,dictionary_form
Aliança,aliança,,removed_known_word,dictionary_form
Aliança-Macaco,aliança-macaco,"Item.name.20277, Item.name.22451",kept_neologism,
Aliançaceito,aliançaceito,Item.name.7026,kept_neologism,
Aliberto,aliberto,"Item.name.12978 | Item.name.9730 | Item.name.9731 | Item.name.9734 | Item_set.name.266 | Membre de clan.name.345, Monster.name.4803 | Resource.name.728",kept_neologism,
Alice,alice,,removed_known_word,dictionary_form
Alien,alien,Item.name.29838,kept_neologism,
Alimentos,alimentos,,removed_known_word,dictionary_form
Alinhado,alinhado,,removed_known_word,dictionary_form
Alinhamento,alinhamento,,removed_known_word,dictionary_form
Alison-Sadi,alison-sadi,Ambience Zone.name.2046,kept_neologism,
Aliste-se,aliste-se,,removed_known_word,dictionary_form
Aliviar,aliviar,,removed_known_word,dictionary_form
Aljalvo,aljalvo,Item.name.10108,kept_neologism,
Aljaspic,aljaspic,Item.name.27310 | Item.name.28653,kept_neologism,
Alkatrool,alkatrool,Ambience Zone.name.1203 | Ambience Zone.name.1204 | Instance.instance name.707 | Instance.instance name.708 | Monster_type.name.539 | Zaap.boat name.20316,kept_neologism,
Alkokóliko,alkokóliko,State.name.3967,kept_neologism,
All,all,Spell.name.2047 | Spell.name.6723 | State.name.5859,kept_neologism,
Alloz,alloz,Achievement.achievement name.5176 | Item.name.17540 | Item.name.23470,kept_neologism,
Allozita,allozita,"Ambience Zone.name.2126 | Monster.name.5547, Monster.name.5576",kept_neologism,
Alma,alma,,removed_known_word,dictionary_form
Almaficha,almaficha,Item.name.14168,kept_neologism,
Almanax,almanax,Achievement.achievement name.1508 | Achievement.achievement name.4249 | Monster.name.2028 | State.name.1766 | State.name.1767 | State.name.1768 | State.name.1769 | State.name.1770 | State.name.1772,kept_neologism,
Almanso,almanso,Monster.name.4775,kept_neologism,
Almas,almas,,removed_known_word,dictionary_form
Almirante,almirante,,removed_known_word,dictionary_form
AlmoTrool,almotrool,Monster.name.2441,kept_neologism,
Almofada,almofada,,removed_known_word,dictionary_form
Almofadas,almofadas,,removed_known_word,dictionary_form
Almálio,almálio,Item.name.17453,kept_neologism,
Almôndegas,almôndegas,,removed_known_word,dictionary_form
Aloa,aloa,Item.name.18120 | Item.name.18121 | Item.name.23168 | Resource.name.556,kept_neologism,
Alocentrismo,alocentrismo,,removed_known_word,dictionary_form
Alof,alof,InteractiveElementView.name.2018 | Item.name.24297,kept_neologism,
Alonfred,alonfred,House Name.house_name.1426,kept_neologism,
Alongamento,alongamento,,removed_known_word,dictionary_form
Alpargata,alpargata,,removed_known_word,dictionary_form
Alpendre,alpendre,,removed_known_word,dictionary_form
Alquimista,alquimista,,removed_known_word,dictionary_form
Alraune,alraune,"Quizz Dialog.quizz illustration name.6361, Quizz Dialog.quizz illustration name.6582, Quizz Dialog.quizz illustration name.6363, Quizz Dialog.quizz illustration name.6367, Quizz Dialog.quizz illustration name.6402, Quizz Dialog.quizz illustration name.6405, Quizz Dialog.quizz illustration name.6362, Quizz Dialog.quizz illustration name.7049, Quizz Dialog.quizz illustration name.6585, Quizz Dialog.quizz illustration name.6359, Quizz Dialog.quizz illustration name.6579, Quizz Dialog.quizz illustration name.6357, Quizz Dialog.quizz illustration name.6580, Quizz Dialog.quizz illustration name.6401, Quizz Dialog.quizz illustration name.6583, Quizz Dialog.quizz illustration name.7050, Quizz Dialog.quizz illustration name.6404, Quizz Dialog.quizz illustration name.6398 | State.name.8713",kept_neologism,
Alta,alta,,removed_known_word,dictionary_form
Altar,altar,,removed_known_word,dictionary_form
Altares,altares,,removed_known_word,dictionary_form
Altas,altas,,removed_known_word,dictionary_form
Alternativa,alternativa,,removed_known_word,dictionary_form
Alternância,alternância,,removed_known_word,dictionary_form
Altes,altes,"Item.name.17231, Item.name.22884, Item.name.22883, Item.name.22882 | Item.name.22893, Item.name.22895, Item.name.17236, Item.name.22894 | Item.name.29530, Item.name.29531",kept_neologism,
Altewnativa,altewnativa,State.name.8482 | State.name.8484,kept_neologism,
Althe,althe,"Item.name.25152, Item.name.25153, Item.name.10730",kept_neologism,
Alto,alto,,removed_known_word,dictionary_form
Altos,altos,,removed_known_word,dictionary_form
Altostruz,altostruz,Achievement.achievement name.4452 | Achievement.achievement name.4470 | Achievement.achievement name.5244 | Monster.name.4871,kept_neologism,
Altruísmo,altruísmo,,removed_known_word,dictionary_form
Altruísta,altruísta,,removed_known_word,dictionary_form
Alucinação,alucinação,,removed_known_word,dictionary_form
Alvo,alvo,,removed_known_word,dictionary_form
Alvoloço,alvoloço,Achievement.achievement name.1499,kept_neologism,
Alvorada,alvorada,,removed_known_word,dictionary_form
Aly,aly,Krosmaster Arena Figurines.name.21,kept_neologism,
Alyzée-cinto,alyzée-cinto,Item.name.10052,kept_neologism,
Alçapão,alçapão,,removed_known_word,dictionary_form
Além,além,,removed_known_word,dictionary_form
Além-Túmulo,além-túmulo,,removed_known_word,dictionary_form
Alívio,alívio,,removed_known_word,dictionary_form
Amaciada,amaciada,,removed_known_word,dictionary_form
Amaciado,amaciado,,removed_known_word,dictionary_form
Amaciar,amaciar,,removed_known_word,dictionary_form
Amadeus,amadeus,,removed_known_word,dictionary_form
Amafanhado,amafanhado,Spell.name.6420,kept_neologism,
Amak-rikarficha,amak-rikarficha,Item.name.12690,kept_neologism,
Amakna,amakna,"Achievement.achievement name.1888 | Achievement.achievement name.1916 | Achievement.achievement name.1917 | Achievement.achievement name.2109 | Achievement.achievement name.2704 | Achievement.achievement name.3021 | Achievement.achievement name.3022 | Achievement.achievement name.3023 | Achievement.achievement name.3246 | Achievement.achievement name.4265 | Achievement.achievement name.4488 | Achievement.achievement name.4490 | Achievement.achievement name.4491 | Achievement.achievement name.4492 | Achievement.achievement name.4493 | Achievement.achievement name.4797, Item.name.27816 | Ambience Zone.name.1017, Ambience Zone.name.925 | Ambience Zone.name.1381, Territory_Zone.name.66401 | Ambience Zone.name.1390 | Ambience Zone.name.1643, Instance.instance name.1104, Instance.instance name.1105, Ambience Zone.name.1634, Ambience Zone.name.1642, Instance.instance name.1044 | Ambience Zone.name.1671, Territory_Zone.name.79301, Ambience Zone.name.1389 | Ambience Zone.name.1707 | Ambience Zone.name.1709 | Ambience Zone.name.1728, Territory_Zone.name.83801 | Ambience Zone.name.1828 | Ambience Zone.name.1995, Dungeon.dungeon name.174, Instance.instance name.1329 | Ambience Zone.name.523, Zaap.boat name.20240 | Ambience Zone.name.528 | Ambience Zone.name.879 | Area.name.1636, State.name.6921 | Emote.emote name.20066 | Emote.emote name.20111 | HavreMonde_batiment.haven_world_house_name.302 | HavreMonde_batiment.haven_world_house_name.303, HavreMonde_batiment_catalog.haven_world_house_catalog_name.115 | House Name.house_name.919 | Instance.instance name.1012, Instance.instance name.1134, Zaap.zaap_category_name.29, Background IE.ie name.42, Instance.instance name.880, Monster_type.name.782, Instance.instance name.131, Monster_type.name.958, Zaap.boat name.5640, Item.name.12027, Monster_type.name.971 | Instance.instance name.1158 | Instance.instance name.1207 | Instance.instance name.1245, Ambience Zone.name.1807, Territory_Zone.name.87901 | Instance.instance name.139 | Instance.instance name.616 | Instance.instance name.785 | Instance.instance name.788 | Instance.instance name.827 | Item.name.10742 | Item.name.10746 | Item.name.10750 | Item.name.10754 | Item.name.10758 | Item.name.11319 | Item.name.11845, Item.name.25563 | Item.name.11857, Item.name.25564 | Item.name.12921 | Item.name.14367 | Item.name.15369 | Item.name.15711 | Item.name.15794 | Item.name.16680 | Item.name.17069 | Item.name.17553 | Item.name.17628 | Item.name.17741, InteractiveElementView.name.1165 | Item.name.17848 | Item.name.17906 | Item.name.18695 | Item.name.18930 | Item.name.18931 | Item.name.18932 | Item.name.19016 | Item.name.19086, Monster.name.4783, State.name.3341 | Item.name.19661 | Item.name.20079 | Item.name.20590 | Item.name.21961 | Item.name.25560, Item.name.11853, Item.name.23742, Item.name.25559 | Item.name.25562, Item.name.11849, Item.name.25561, Item.name.23743 | Item.name.26494 | Item.name.26575 | Item.name.26718 | Item.name.27272 | Item.name.27322 | Item.name.27323 | Item.name.27324 | Item.name.27573 | Item.name.27984 | Item.name.28116 | Item.name.28986 | Item.name.29711 | Item.name.29773 | Item.name.29780 | Item.name.30017 | Item.name.30018 | Item.name.31198 | Item.name.31217 | Item.name.32456, Emote.emote name.20360, Item.name.28777 | Item.name.32754 | Item.name.9687 | Item.name.9716 | Item_set.name.262 | Monster.name.2814 | Monster.name.4589, Monster.name.4591 | Monster.name.4590, Item.name.9717, Monster.name.4588, Monster.name.1322 | Monster_type.name.775 | Monster_type.name.989, Monster_type.name.990, Monster_type.name.985, Monster_type.name.991 | Nation.name.30 | Resource.name.479 | State.name.2367 | State.name.2460 | State.name.4104 | State.name.4783 | State.name.5917, Item.name.26748, State.name.5918 | Territory_Zone.name.35001, Ambience Zone.name.524 | Territory_Zone.name.36601, Territory_Zone.name.86201, Ambience Zone.name.1766, Ambience Zone.name.529, Instance.instance name.138, Instance.instance name.1225, Ambience Zone.name.530 | Territory_Zone.name.58501 | Territory_Zone.name.86601, Ambience Zone.name.1790 | Territory_Zone.name.87101, Ambience Zone.name.1799, Instance.instance name.1238 | Zaap.Zaap name.31316 | Zaap.boat name.31317 | Zaap.boat name.31604 | Zaap.boat name.33868 | Zaap.cannon name.11083, Zaap.cannon name.12372, Zaap.cannon name.10667, Zaap.cannon name.11010, Zaap.cannon name.6772, Zaap.cannon name.16927, Zaap.cannon name.10659 | Zaap.drago name.16734 | Zaap.drago name.31346 | Zaap.drago name.31347",kept_neologism,
Amaknariano,amaknariano,"Ambience Zone.name.1798, Territory_Zone.name.87001, Instance.instance name.1237 | Territory_Zone.name.64401",kept_neologism,
Amaknastrub,amaknastrub,Instance.instance name.187 | Zaap.drago name.18215,kept_neologism,
